game_id,date,season,week,league,away,home,award_mvp
FOOTBALL_XLEAGUE_2002_SEASON_TOTAL,,2002,1,XLEAGUE,,,1.0
FOOTBALL_XLEAGUE_2003_SEASON_TOTAL,,2003,1,XLEAGUE,,,1.0
FOOTBALL_XLEAGUE_2004_SEASON_TOTAL,,2004,1,XLEAGUE,,,1.0
FOOTBALL_XLEAGUE_2005_SEASON_TOTAL,,2005,1,XLEAGUE,,,1.0
FOOTBALL_XLEAGUE_2006_SEASON_TOTAL,,2006,1,XLEAGUE,,,1.0
FOOTBALL_XLEAGUE_2007_SEASON_TOTAL,,2007,1,XLEAGUE,,,1.0
