game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,pp_assists,pp_goals,sh_goals,sog,to
NLL_2019_SEASON_TOTAL,,2019,1,NLL,,,9.0,,,4.0,6.0,,4.0,,15.0,,,,,
NLL_2021_SEASON_TOTAL,,2021,1,NLL,,,66.0,,,18.0,29.0,,6.0,,95.0,,,,,
NLL_2022_SEASON_TOTAL,,2022,1,NLL,,,58.0,,,18.0,42.0,,14.0,,100.0,16.0,10.0,2.0,,
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,73.0,,,18.0,32.0,,16.0,,105.0,17.0,8.0,2.0,,
703332113,2025-10-29,2025,1,NLL,COLORADO,VANCOUVER,3.0,3.0,3.0,,1.0,3.0,,3.0,,,,,3.0,3.0
