game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,sh_goals,sog,to
NLL_2022_SEASON_TOTAL,,2022,1,NLL,,,6.0,,,9.0,5.0,,,,11.0,,,
NLL_2023_SEASON_TOTAL,,2023,1,NLL,,,14.0,,,17.0,3.0,,8.0,,17.0,1.0,,
703347730,2025-12-06,2025,1,NLL,CALGARY,SASKATCHEWAN,1.0,1.0,1.0,,0.0,1.0,,1.0,,,1.0,1.0
