game_id,date,season,week,league,away,home,def_solo,def_tot,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,rush_att,rush_lg,rush_td,rush_yds,score_p,score_pts,score_r,score_tot
FOOTBALL_CFL_2016_11_4_WPG@OTT,2016-11-04,2016,1,CFL,WPG,OTT,,,15.0,2.0,3.0,,7.0,22.0,24.0,2.0,45.0,,,,,,,,
FOOTBALL_CFL_2016_8_13_IND@BUF,2016-08-13,2016,1,CFL,IND,BUF,,,,,1.0,,,,,,,,,,,,,,
FOOTBALL_CFL_2016_8_20_BAL@IND,2016-08-20,2016,1,CFL,BAL,IND,,,,,,,,,10.0,2.0,10.0,,,,,,,,
FOOTBALL_CFL_2017_11_12_SSK@OTT,2017-11-12,2017,1,CFL,SSK,OTT,,,8.0,1.0,2.0,,,8.0,9.0,1.0,9.0,,,,,,,,
FOOTBALL_CFL_2017_6_23_CGY@OTT,2017-06-23,2017,1,CFL,CGY,OTT,,,,5.0,7.0,1.0,3.0,61.0,20.0,4.0,66.0,,,,,1.0,6.0,,1.0
FOOTBALL_CFL_2017_6_29_OTT@CGY,2017-06-29,2017,1,CFL,OTT,CGY,,,14.0,1.0,4.0,,1.0,14.0,,,,,,,,,,,
FOOTBALL_CFL_2017_7_14_OTT@EDM,2017-07-14,2017,1,CFL,OTT,EDM,,,,3.0,3.0,1.0,9.0,30.0,21.0,2.0,26.0,,,,,1.0,6.0,,1.0
FOOTBALL_CFL_2017_7_19_MTL@OTT,2017-07-19,2017,1,CFL,MTL,OTT,,,36.0,3.0,4.0,,19.0,45.0,28.0,1.0,28.0,,,,,,,,
FOOTBALL_CFL_2017_7_24_OTT@TOR,2017-07-24,2017,1,CFL,OTT,TOR,,,20.0,3.0,4.0,,17.0,39.0,,,,1.0,,1.0,15.0,,6.0,1.0,1.0
FOOTBALL_CFL_2017_7_8_TOR@OTT,2017-07-08,2017,1,CFL,TOR,OTT,,,13.0,3.0,7.0,,,29.0,17.0,2.0,16.0,,,,,,,,
FOOTBALL_CFL_2017_8_10_EDM@OTT,2017-08-10,2017,1,CFL,EDM,OTT,,,38.0,5.0,7.0,,19.0,78.0,,,,,,,,,,,
FOOTBALL_CFL_2017_8_18_OTT@HAM,2017-08-18,2017,1,CFL,OTT,HAM,,,,,4.0,,,,25.0,1.0,25.0,,,,,,,,
FOOTBALL_CFL_2017_8_26_BC@OTT,2017-08-26,2017,1,CFL,BC,OTT,,,12.0,4.0,6.0,,13.0,28.0,23.0,1.0,23.0,,,,,,,,
FOOTBALL_CFL_2017_8_31_OTT@MTL,2017-08-31,2017,1,CFL,OTT,MTL,,,17.0,5.0,6.0,1.0,7.0,49.0,,,,,,,,1.0,6.0,,1.0
FOOTBALL_CFL_2017_8_4_WPG@OTT,2017-08-04,2017,1,CFL,WPG,OTT,,,12.0,2.0,2.0,1.0,,19.0,27.0,1.0,27.0,,,,,1.0,6.0,,1.0
FOOTBALL_CFL_2017_9_17_OTT@MTL,2017-09-17,2017,1,CFL,OTT,MTL,1.0,1.0,16.0,3.0,4.0,,11.0,32.0,,,,,,,,,,,
FOOTBALL_CFL_2017_9_9_HAM@OTT,2017-09-09,2017,1,CFL,HAM,OTT,,,,4.0,6.0,1.0,4.0,54.0,,,,1.0,-10.0,,-10.0,1.0,6.0,,1.0
