game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,def_int,def_lg,def_solo,def_tot,def_yds,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
FOOTBALL_CFL_2017_6_22_SSK@MTL,2017-06-22,2017,1,CFL,SSK,MTL,,,,,,,4.0,4.0,,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2017_7_1_WPG@SSK,2017-07-01,2017,1,CFL,WPG,SSK,,,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2017_7_22_SSK@CGY,2017-07-22,2017,1,CFL,SSK,CGY,,,,,1.0,14.0,5.0,5.0,14.0,,,,,,,,,,,,,,,,,,
FOOTBALL_CFL_2017_7_8_HAM@SSK,2017-07-08,2017,1,CFL,HAM,SSK,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,
soccer-uslc-2021-9Yqdwg85vJ,,2021,1,USLC,,,0.0,-0.4584,17.4771,5.3878,,,,,,0.0,-0.1582,0.0,3.0,851.0,0.805,359.0,-3.6604,-1.0196,0.0,7.0,4.0,0.4584,0.1582,0.4462,0.6165,0.8152,0.0769
soccer-uslc-2022-9Yqdwg85vJ,,2022,1,USLC,,,0.0,-1.0697,19.7053,5.9979,,,,,,1.0,0.5137,1.0,16.0,1462.0,0.7718,653.0,-4.0553,-0.621,0.3798,6.0,1.0,1.0697,0.4863,-0.0853,1.556,0.778,0.4759
soccer-mls-2025-X0Oq66zq6D,,2025,1,MLS,,,0.0,-0.0441,15.3896,1.3112,,,,,,0.0,-0.0912,0.0,1.0,354.0,0.8269,156.0,-0.5072,-0.3251,0.0,1.0,0.0,0.0441,0.0912,-0.0912,0.1354,0.8302,0.0817
soccer-mlsnp-2025-0x5gb3bM7O,,2025,1,MLSNP,,,2.0,0.2481,19.35,2.4929,,,,,,1.0,0.4206,3.0,21.0,1530.0,0.8553,1030.0,6.917,0.6716,0.0,7.0,3.0,1.7519,0.5794,-0.0937,2.3312,0.8486,0.073
soccer-uslc-2026-9YqdojR5vJ,,2026,1,USLC,,,2.0,0.8725,19.8664,1.3762,,,,,,0.0,-0.0163,2.0,11.0,593.0,0.7629,388.0,1.3045,0.3362,0.0,1.0,0.0,1.1275,0.0163,-0.0163,1.1438,0.7595,0.0087
