game_id,date,season,week,league,away,home,assists,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202206230DAL,2022-06-23,2022,1,WNBA,IND,DAL,,,1.0,1.0,1.0,1.0,1.0,1.0,,0.75,4.0,3.0,6.65,,,6.0,,,2.0
WNBA_202206290PHO,2022-06-29,2022,1,WNBA,IND,PHO,,,,,,,,,,,,,0.48333333333333334,,-2.0,,,,
WNBA_202207010SEA,2022-07-01,2022,1,WNBA,IND,SEA,,1.0,,,,,,,,0.25,4.0,1.0,6.5,,-1.0,1.0,1.0,,1.0
WNBA_202207050IND,2022-07-05,2022,1,WNBA,SEA,IND,1.0,1.0,,1.0,,0.5,2.0,1.0,,0.5,2.0,1.0,5.533333333333333,,-4.0,3.0,1.0,1.0,
WNBA_202207070IND,2022-07-07,2022,1,WNBA,CHI,IND,,,,,,1.0,2.0,2.0,,,,,5.85,,-2.0,4.0,,1.0,1.0
WNBA_202207170SEA,2022-07-17,2022,1,WNBA,IND,SEA,,1.0,,1.0,,,1.0,,,,2.0,,7.133333333333334,1.0,-2.0,,2.0,,
WNBA_202207290IND,2022-07-29,2022,1,WNBA,LVA,IND,,,,,,,,,,,,,0.8166666666666667,,2.0,,,,
WNBA_202208030ATL,2022-08-03,2022,1,WNBA,IND,ATL,,1.0,,,,,1.0,,1.0,,,,4.733333333333333,,5.0,,1.0,,1.0
WNBA_202208120IND,2022-08-12,2022,1,WNBA,WAS,IND,1.0,1.0,,1.0,,0.5,2.0,1.0,1.0,,,,7.216666666666667,,-2.0,2.0,1.0,,1.0
WNBA_202208140WAS,2022-08-14,2022,1,WNBA,IND,WAS,,2.0,,,,0.667,3.0,2.0,,1.0,2.0,2.0,12.9,,2.0,6.0,2.0,,3.0
