game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,3.0,5.0,37.0,3.0,54.0,6.0,104.0,5.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,,3.0,22.0,9.0,40.0,9.0,73.0,3.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,3.0,3.0,11.0,1.0,,6.0,13.0,1.0
