game_id,date,season,week,league,away,home,assists,blocks,catches,completions,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-05-CAR-ATL,2023-05-05,2023,2,,CAR,ATL,,,1.0,1.0,,,,1.0,,17.0,-4.0
2023-05-26-HTX-CAR,2023-05-26,2023,5,,HTX,CAR,2.0,1.0,9.0,10.0,3.0,,,11.0,1.0,33.0,88.0
2023-07-25-DAL-CAR,2023-07-25,2023,13,,DAL,CAR,1.0,,8.0,9.0,2.0,1.0,1.0,10.0,1.0,65.0,111.0
