game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
79,2025-03-28,2025,1,UFL,ROUGHNECKS,BATTLEHAWKS,,,2.0,1.0,,
49,2025-04-06,2025,2,UFL,RENEGADES,ROUGHNECKS,,0.0,15.0,2.0,,
52,2025-04-12,2025,3,UFL,SHOWBOATS,ROUGHNECKS,,0.0,20.0,3.0,,
80,2025-04-19,2025,4,UFL,ROUGHNECKS,STALLIONS,,0.0,21.0,3.0,0.0,11.0
61,2025-04-27,2025,5,UFL,BRAHMAS,ROUGHNECKS,,0.0,8.0,1.0,0.0,12.0
81,2025-05-03,2025,6,UFL,ROUGHNECKS,SHOWBOATS,,0.0,6.0,1.0,0.0,3.0
67,2025-05-11,2025,7,UFL,STALLIONS,ROUGHNECKS,1.0,0.0,65.0,4.0,,
82,2025-05-17,2025,8,UFL,ROUGHNECKS,PANTHERS,,0.0,42.0,2.0,,
89,2026-03-28,2026,1,UFL,HOUSTON GAMBLERS,DALLAS RENEGADES,,0.0,21.0,1.0,,
93,2026-04-05,2026,2,UFL,BIRMINGHAM STALLIONS,HOUSTON GAMBLERS,,0.0,8.0,2.0,0.0,0.0
96,2026-04-11,2026,3,UFL,HOUSTON GAMBLERS,DC DEFENDERS,,0.0,33.0,2.0,,
99,2026-04-16,2026,4,UFL,LOUISVILLE KINGS,HOUSTON GAMBLERS,,0.0,14.0,2.0,,
105,2026-04-26,2026,5,UFL,COLUMBUS AVIATORS,HOUSTON GAMBLERS,,0.0,43.0,3.0,0.0,0.0
108,2026-05-01,2026,6,UFL,HOUSTON GAMBLERS,COLUMBUS AVIATORS,,1.0,38.0,2.0,,
114,2026-05-10,2026,7,UFL,ORLANDO STORM,HOUSTON GAMBLERS,,0.0,53.0,4.0,,
117,2026-05-16,2026,8,UFL,HOUSTON GAMBLERS,ST. LOUIS BATTLEHAWKS,,1.0,60.0,3.0,,
