game_id,date,season,week,league,away,home,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,fielding_runouts,match_played
cricket-t20i-2026-04-25-1531171,2026-04-25,2026,1,T20I,Chile,Costa Rica,24.0,1.0,1.0,14.0,1.0,2.0,1.0,,1.0
cricket-t20i-2026-04-26-1531172,2026-04-26,2026,1,T20I,Chile,Costa Rica,12.0,1.0,0.0,5.0,2.0,1.0,,1.0,1.0
