game_id,date,season,week,league,away,home,assists,blocks,catches,completions,goals,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-SEA-OAK,2023-04-29,2023,1,,SEA,OAK,,,2.0,2.0,,,2.0,,24.0,1.0
2023-05-13-SLC-OAK,2023-05-13,2023,3,,SLC,OAK,1.0,1.0,10.0,10.0,,1.0,10.0,,113.0,50.0
2023-06-03-OAK-SLC,2023-06-03,2023,6,,OAK,SLC,,,4.0,4.0,,,4.0,,16.0,18.0
2023-06-10-SD-OAK,2023-06-10,2023,7,,SD,OAK,,1.0,8.0,6.0,1.0,,7.0,1.0,49.0,21.0
2023-07-22-OAK-SD,2023-07-22,2023,13,,OAK,SD,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0
