game_id,date,season,week,league,away,home,interceptions_made,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards,sacks,tackles
9889313,2023-07-30,2023,8,CFL,CGY,MTL,,0.0,0.0,0.0,,,,
9889319,2023-08-11,2023,10,CFL,SSK,MTL,0.0,,,,,,0.0,1.0
9889324,2023-08-19,2023,11,CFL,MTL,OTT,0.0,,,,,,0.0,0.0
9889330,2023-09-02,2023,13,CFL,BC,MTL,0.0,,,,,,0.0,0.0
9889338,2023-09-15,2023,15,CFL,TOR,MTL,,0.0,17.0,1.0,,,,
9889362,2023-10-28,2023,21,CFL,HAM,MTL,,,,,0.0,3.0,,
10798016,2024-06-06,2024,1,CFL,MTL,WPG,0.0,0.0,6.0,1.0,,,0.0,1.0
10798029,2024-06-28,2024,4,CFL,MTL,TOR,,0.0,11.0,3.0,,,,
10798049,2024-08-02,2024,9,CFL,MTL,HAM,,1.0,39.0,1.0,,,,
10798054,2024-08-10,2024,10,CFL,HAM,MTL,,0.0,14.0,2.0,,,,
10798057,2024-08-16,2024,11,CFL,MTL,SSK,,0.0,12.0,2.0,,,,
10798063,2024-08-25,2024,12,CFL,EDM,MTL,,,,,0.0,5.0,,
10798082,2024-09-28,2024,17,CFL,MTL,TOR,,0.0,-3.0,1.0,,,,
10798092,2024-10-19,2024,20,CFL,MTL,BC,,0.0,0.0,0.0,,,,
11824046,2025-06-06,2025,1,CFL,TOR,MTL,,0.0,11.0,1.0,,,,
11824050,2025-06-13,2025,2,CFL,MTL,OTT,,0.0,15.0,2.0,,,,
11824053,2025-06-19,2025,3,CFL,MTL,EDM,,1.0,6.0,1.0,,,,
11824058,2025-06-27,2025,4,CFL,MTL,HAM,,0.0,5.0,1.0,,,,
11824063,2025-07-05,2025,5,CFL,BC,MTL,,0.0,0.0,0.0,,,,
11824068,2025-07-17,2025,7,CFL,TOR,MTL,,0.0,10.0,1.0,,,,
11824081,2025-08-08,2025,10,CFL,EDM,MTL,,0.0,3.0,1.0,,,,
11824087,2025-08-16,2025,11,CFL,MTL,BC,,0.0,19.0,2.0,0.0,2.0,,
11824096,2025-09-06,2025,14,CFL,HAM,MTL,,0.0,7.0,1.0,,,,
11824102,2025-09-13,2025,15,CFL,MTL,SSK,,0.0,19.0,1.0,,,,
11824117,2025-10-13,2025,19,CFL,OTT,MTL,,0.0,10.0,2.0,,,,
