game_id,date,season,week,league,away,home,def_solo,def_tot,recv_lg,recv_rec,recv_tar,recv_yac,recv_yds,ret_lg,ret_num,ret_yds,rush_att,rush_lg,rush_yds
FOOTBALL_CFL_2016_10_15_SSK@TOR,2016-10-15,2016,1,CFL,SSK,TOR,,,3.0,1.0,1.0,1.0,3.0,,,,17.0,29.0,150.0
FOOTBALL_CFL_2016_10_22_MTL@SSK,2016-10-22,2016,1,CFL,MTL,SSK,1.0,1.0,14.0,9.0,9.0,57.0,81.0,,,,13.0,13.0,62.0
FOOTBALL_CFL_2016_11_5_SSK@BC,2016-11-05,2016,1,CFL,SSK,BC,,,6.0,1.0,1.0,4.0,6.0,16.0,1.0,16.0,8.0,6.0,16.0
FOOTBALL_CFL_2016_6_25_OTT@EDM,2016-06-25,2016,1,CFL,OTT,EDM,,,,,,,,22.0,2.0,40.0,,,
FOOTBALL_CFL_2016_7_8_SSK@EDM,2016-07-08,2016,1,CFL,SSK,EDM,1.0,1.0,,,,,,23.0,2.0,41.0,,,
