game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,forced_fumbles,fumble_recoveries,kick_returns,kr_avg,kr_tds,kr_yards,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions,returning_intr_td,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards,sacks,tackles
4002611070524,2026-05-02,2026,1,50 Yard,Albany Firebirds,Washington Wolfpack,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,
FOOTBALL_AF1_2026_4_11_T602555G1168200@T584635,2026-04-11,2026,1,AF1,Minnesota Monsters,Albany Firebirds,,,,,,,,,1.0,45.0,0.0,45.0,9.0,9.0,0.0,0.0,1.0,9.0,1.0,0.0,,,,,,,,,
FOOTBALL_AF1_2026_4_18_T584635G1168204@T584761,2026-04-18,2026,2,AF1,Albany Firebirds,Beaumont Renegades,,,,,,,,,1.0,0.0,0.0,0.0,14.0,29.0,0.0,0.0,3.0,84.0,6.0,0.0,6.0,0.0,0.0,1.0,0.0,1.0,6.0,,
FOOTBALL_AF1_2026_4_25_T584635G1168207@T584638,2026-04-26,2026,3,AF1,Albany Firebirds,Oregon Lightning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,16.0,15.0,18.0,0.0,0.0,1.0,73.0,5.0,0.0,,,,,,,,0.0,2.0
FOOTBALL_AF1_2026_5_2_T584635G1168211@T584641,2026-05-02,2026,4,AF1,Albany Firebirds,Washington Wolfpack,,,,,,,,,4.0,18.0,0.0,72.0,15.0,15.0,0.0,0.0,0.0,15.0,1.0,0.0,,,,,,,,,
FOOTBALL_AF1_2026_5_16_T584635G1168219@T606163,2026-05-16,2026,6,AF1,Albany Firebirds,Michigan Arsenal,,,,,,,,,2.0,23.0,0.0,47.0,12.0,12.0,0.0,0.0,0.0,24.0,2.0,0.0,,,,,,,,,
