game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,forced_fumbles,fumble_recoveries,interceptions,kick_returns,kr_avg,kr_long,kr_tds,kr_yards,pass_attempts,pass_completions,pass_long,passing_tds,passing_yards,rec_avg,rec_long,receiving_fum,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,sacks,safeties,tackles
FOOTBALL_NAL_2026_3_28_T573852G1127146@T566773,2026-03-28,2026,4,NAL,Louisiana Rouxgaroux,Amarillo Warbirds,2.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.0
FOOTBALL_NAL_2026_4_4_T566773G1127151@T581933,2026-04-05,2026,5,NAL,Amarillo Warbirds,Dallas Bulls,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,3.0
FOOTBALL_NAL_2026_4_18_T600414G1127159@T566773,2026-04-18,2026,7,NAL,Southwest Kansas Storm,Amarillo Warbirds,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,2.0,6.0,8.0,0.0,13.0,,,,,,30.0,30.0,0.0,1.0,30.0,1.0,,,,,,0.0,0.0,2.0
FOOTBALL_IFL_2026_5_8_TQUADCITYSTEAMWHEELERSG202605081QHL@TGREENBAYBLIZZARD,2026-05-08,2026,9,IFL,Quad City Steamwheelers,Green Bay Blizzard,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,0.0,1.0,0.0,-2.0,,,
FOOTBALL_IFL_2026_5_31_TQUADCITYSTEAMWHEELERSG20260531JQPF@TVEGASKNIGHTHAWKS,2026-05-31,2026,12,IFL,Quad City Steamwheelers,Vegas Knight Hawks,,,,,,,,1.0,,,,,,5.0,2.0,19.0,0.0,25.0,,,,,,,,,,,,,,
FOOTBALL_IFL_2026_6_13_TQUADCITYSTEAMWHEELERSG20260613M6TV@TIOWABARNSTORMERS,2026-06-13,2026,14,IFL,Quad City Steamwheelers,Iowa Barnstormers,,,,,,,,0.0,,,,,,7.0,3.0,20.0,0.0,38.0,,,,,,,3.0,11.0,4.0,0.0,12.0,,,
FOOTBALL_IFL_2026_6_28_TORLANDOPIRATESG20260628EGZ4@TQUADCITYSTEAMWHEELERS,2026-06-28,2026,16,IFL,Orlando Pirates,Quad City Steamwheelers,,,,,,,,0.0,,,,,,15.0,5.0,25.0,1.0,51.0,,,,,,,-1.3,2.0,3.0,0.0,-4.0,,,
FOOTBALL_IFL_2026_7_25_TTULSAOILERSG20260725MK7L@TQUADCITYSTEAMWHEELERS,2026-07-25,2026,20,IFL,Tulsa Oilers,Quad City Steamwheelers,,,,,,,,0.0,,,,,,7.0,5.0,17.0,0.0,51.0,,,,,,,,,,,,,,
