game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,sog,to
NLL_2021_SEASON_TOTAL,,,1,,,,2.0,,,15.0,3.0,,16.0,,5.0,,
NLL_2022_SEASON_TOTAL,,,1,,,,,,,1.0,,,,,,,
NLL_2023_SEASON_TOTAL,,,1,,,,7.0,,,17.0,2.0,,41.0,,9.0,,
703331825,2025-10-29,2025,1,NLL,GEORGIA,BUFFALO,1.0,1.0,1.0,,0.0,1.0,,1.0,,1.0,1.0
