game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-05-SLC-POR,2023-05-05,2023,2,,SLC,POR,,,1.0,,,1.0,,,,,,12.0,
2023-06-02-SEA-POR,2023-06-02,2023,6,,SEA,POR,,,2.0,2.0,1.0,,,,,2.0,,28.0,22.0
2023-06-09-LA-POR,2023-06-09,2023,7,,LA,POR,,,7.0,6.0,,,,,,7.0,1.0,56.0,34.0
2023-06-17-POR-CHI,2023-06-17,2023,8,,POR,CHI,1.0,,4.0,3.0,,,,,1.0,4.0,1.0,46.0,31.0
2023-06-30-COL-POR,2023-06-30,2023,10,,COL,POR,2.0,,4.0,3.0,,1.0,,1.0,1.0,3.0,,47.0,35.0
2023-07-07-POR-SLC,2023-07-07,2023,11,,POR,SLC,1.0,,21.0,15.0,1.0,2.0,1.0,,1.0,19.0,4.0,160.0,35.0
2023-07-14-SD-POR,2023-07-14,2023,12,,SD,POR,,,1.0,1.0,,,,,4.0,1.0,,-15.0,28.0
2023-07-22-POR-SEA,2023-07-22,2023,13,,POR,SEA,1.0,,5.0,5.0,,,,,,5.0,,66.0,1.0
2025-04-26-ORE-COL,2025-04-26,2025,1,,ORE,COL,0.0,0.0,,,1.0,0.0,,,,,2.0,127.0,13.0
2025-05-04-OAK-ORE,2025-05-04,2025,2,,OAK,ORE,0.0,0.0,,,0.0,0.0,,,,,0.0,27.0,39.0
2025-05-17-SEA-ORE,2025-05-17,2025,4,,SEA,ORE,1.0,1.0,,,0.0,3.0,,,,,0.0,76.0,20.0
2025-05-23-ORE-LV,2025-05-23,2025,5,,ORE,LV,0.0,0.0,,,1.0,0.0,,,,,0.0,18.0,20.0
2025-05-24-ORE-COL,2025-05-24,2025,5,,ORE,COL,2.0,0.0,,,0.0,0.0,,,,,2.0,40.0,69.0
2025-05-31-SLC-ORE,2025-05-31,2025,6,,SLC,ORE,2.0,0.0,,,0.0,1.0,,,,,1.0,91.0,108.0
2025-06-07-LV-ORE,2025-06-07,2025,7,,LV,ORE,0.0,1.0,,,0.0,0.0,,,,,0.0,42.0,-13.0
2025-06-13-ORE-SLC,2025-06-13,2025,8,,ORE,SLC,0.0,0.0,,,0.0,0.0,,,,,2.0,15.0,49.0
2025-06-14-ORE-OAK,2025-06-14,2025,8,,ORE,OAK,0.0,1.0,,,0.0,0.0,,,,,2.0,56.0,16.0
2025-06-20-LA-ORE,2025-06-20,2025,9,,LA,ORE,0.0,0.0,,,0.0,0.0,,,,,0.0,14.0,27.0
2025-06-28-COL-ORE,2025-06-28,2025,10,,COL,ORE,0.0,1.0,,,0.0,1.0,,,,,0.0,25.0,25.0
2025-07-19-ORE-SEA,2025-07-19,2025,13,,ORE,SEA,0.0,0.0,,,0.0,0.0,,,,,0.0,19.0,-8.0
2026-04-26-ORE-OAK,2026-04-26,2026,1,,ORE,OAK,0.0,0.0,,,0.0,1.0,,,,,0.0,18.0,1.0
2026-05-01-ORE-SLC,2026-05-01,2026,2,,ORE,SLC,3.0,0.0,,,0.0,0.0,,,,,4.0,148.0,130.0
