game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2015-jYQJ8EW5GR,,2015,1,MLS,,,1.0,-0.3048,14.1302,1.6778,0.0,-1.7939,1.0,13.0,650.0,0.7989,363.0,-5.1568,-1.4206,0.0,14.0,4.0,1.3048,1.7939,-1.0235,3.0987,0.8131,1.4426
soccer-mls-2016-jYQJ8EW5GR,,2016,1,MLS,,,8.0,3.6276,16.0928,1.5049,11.0,2.0669,19.0,39.0,2499.0,0.7892,1205.0,-14.0553,-1.1664,7.1494,59.0,22.0,4.3724,8.9331,-1.1502,13.3055,0.8009,5.0923
soccer-mls-2017-kRQand1MKZ,,2017,1,MLS,,,9.0,3.6307,17.6908,1.718,7.0,-1.8815,16.0,46.0,2687.0,0.7528,1598.0,-39.7971,-2.4904,4.708,46.0,16.0,5.3693,8.8815,-0.739,14.2509,0.7777,6.6214
soccer-mls-2018-kRQand1MKZ,,2018,1,MLS,,,1.0,0.42,18.9566,2.5982,2.0,1.5459,3.0,1.0,153.0,0.7302,63.0,-3.1634,-5.0213,1.0967,4.0,3.0,0.58,0.4541,0.7661,1.0341,0.7804,0.1237
soccer-mls-2019-kRQand1MKZ,,2019,1,MLS,,,4.0,1.197,18.1616,3.6273,3.0,-0.4136,7.0,21.0,1077.0,0.7403,489.0,-14.9288,-3.0529,1.2922,30.0,9.0,2.803,3.4136,-0.3365,6.2167,0.7708,2.4222
soccer-mls-2020-kRQand1MKZ,,2020,1,MLS,,,3.0,0.9901,15.3368,0.9351,13.0,5.3592,16.0,20.0,1683.0,0.7786,831.0,-12.6322,-1.5201,2.2145,48.0,24.0,2.0099,7.6408,1.873,9.6507,0.7938,3.9399
soccer-mls-2021-mvzqoLZQap,,2021,1,MLS,,,0.0,-0.6628,16.4512,2.5673,1.0,-0.5958,1.0,7.0,648.0,0.7785,298.0,-1.005,-0.3373,0.2892,7.0,2.0,0.6628,1.5958,-0.6913,2.2587,0.7819,1.1625
soccer-mls-2022-mvzqoLZQap,,2022,1,MLS,,,0.0,-0.2379,16.3046,1.5099,1.0,0.7574,1.0,5.0,507.0,0.8086,256.0,0.5296,0.2069,0.4481,5.0,2.0,0.2379,0.2426,0.4166,0.4806,0.8065,0.1886
soccer-mls-2023-mvzqoLZQap,,2023,1,MLS,,,1.0,0.7898,13.6635,-1.1306,0.0,-0.0256,1.0,4.0,150.0,0.8806,134.0,5.4939,4.1,0.0,1.0,0.0,0.2102,0.0256,-0.0256,0.2358,0.8396,0.0
soccer-mlsnp-2023-0Oq6Yad56D,,2023,1,MLSNP,,,0.0,-0.0385,16.7879,1.8067,0.0,0.0,0.0,1.0,49.0,0.8,20.0,-0.705,-3.5252,0.0,0.0,0.0,0.0385,0.0,0.0,0.0385,0.8353,0.0
