game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,match_played
cricket-t20i-2020-10-16-1235829,2020-10-16,2020,1,T20I,Bulgaria,Romania,9.0,2.0,0.0,1.0,16.0,1.0,,1.0
cricket-t20i-2021-06-24-1267304,2021-06-24,2021,1,T20I,Greece,Romania,15.0,3.0,0.0,2.0,40.0,4.0,,1.0
cricket-t20i-2021-06-25-1267307,2021-06-25,2021,1,T20I,Bulgaria,Romania,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
cricket-t20i-2021-06-25-1267308,2021-06-25,2021,1,T20I,Romania,Serbia,10.0,3.0,0.0,8.0,17.0,0.0,,1.0
cricket-t20i-2021-09-03-1275268,2021-09-03,2021,1,T20I,Romania,Czech Republic,4.0,1.0,0.0,3.0,4.0,0.0,,1.0
cricket-t20i-2021-09-03-1275272,2021-09-03,2021,1,T20I,Romania,Hungary,2.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0
cricket-t20i-2021-09-04-1275275,2021-09-04,2021,1,T20I,Romania,Malta,14.0,2.0,0.0,3.0,19.0,1.0,,1.0
cricket-t20i-2021-09-05-1275277,2021-09-05,2021,1,T20I,Romania,Luxembourg,11.0,3.0,0.0,2.0,24.0,2.0,,1.0
cricket-t20i-2023-08-18-1391332,2023-08-18,2023,1,T20I,Romania,Malta,5.0,1.0,0.0,2.0,5.0,0.0,,1.0
cricket-t20i-2025-10-18-1506436,2025-10-18,2025,1,T20I,Romania,Austria,8.0,0.0,0.0,1.0,5.0,0.0,1.0,1.0
cricket-t20i-2025-10-18-1506437,2025-10-18,2025,1,T20I,Austria,Romania,5.0,0.0,0.0,1.0,7.0,1.0,,1.0
cricket-t20i-2025-10-19-1506439,2025-10-19,2025,1,T20I,Austria,Romania,3.0,0.0,0.0,2.0,6.0,1.0,,1.0
