game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
9889285,2023-06-10,2023,1,CFL,OTT,MTL,0.0,46.0,5.0
9889287,2023-06-15,2023,2,CFL,CGY,OTT,0.0,9.0,3.0
9889295,2023-06-30,2023,4,CFL,EDM,OTT,0.0,-1.0,1.0
9889300,2023-07-08,2023,5,CFL,OTT,HAM,0.0,17.0,2.0
9889304,2023-07-15,2023,6,CFL,WPG,OTT,0.0,87.0,10.0
9889309,2023-07-23,2023,7,CFL,OTT,CGY,1.0,78.0,8.0
9889310,2023-07-28,2023,8,CFL,HAM,OTT,0.0,16.0,2.0
9889317,2023-08-06,2023,9,CFL,OTT,SSK,0.0,7.0,2.0
9889321,2023-08-13,2023,10,CFL,OTT,TOR,0.0,0.0,0.0
9889324,2023-08-19,2023,11,CFL,MTL,OTT,0.0,20.0,2.0
9889334,2023-09-08,2023,14,CFL,HAM,OTT,0.0,30.0,2.0
9889341,2023-09-16,2023,15,CFL,OTT,BC,0.0,18.0,2.0
