game_id,date,season,week,league,away,home,completions,interceptions_lost,pass_attempts,passing_tds,passing_yards,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,targets
FOOTBALL_AAF_2019_2_9_ATL@ORL,2019-02-09,2019,1,AAF,ATL,ORL,1.0,0.0,1.0,1.0,5.0,1.0,51.0,3.0,,,,4.0
FOOTBALL_AAF_2019_2_17_ORL@SA,2019-02-17,2019,2,AAF,ORL,SA,0.0,0.0,1.0,0.0,0.0,1.0,84.0,3.0,,,,4.0
FOOTBALL_AAF_2019_2_23_MEM@ORL,2019-02-23,2019,3,AAF,MEM,ORL,,,,,,0.0,15.0,1.0,,,,3.0
FOOTBALL_AAF_2019_3_2_ORL@SL,2019-03-02,2019,4,AAF,ORL,SL,,,,,,0.0,27.0,4.0,,,,6.0
FOOTBALL_AAF_2019_3_9_ORL@BIR,2019-03-09,2019,5,AAF,ORL,BIR,,,,,,0.0,22.0,2.0,,,,3.0
FOOTBALL_AAF_2019_3_16_ARI@ORL,2019-03-16,2019,6,AAF,ARI,ORL,,,,,,1.0,98.0,6.0,1.0,0.0,2.0,11.0
FOOTBALL_AAF_2019_3_23_ORL@ATL,2019-03-23,2019,7,AAF,ORL,ATL,,,,,,0.0,26.0,4.0,,,,6.0
FOOTBALL_AAF_2019_3_30_ORL@MEM,2019-03-30,2019,8,AAF,ORL,MEM,,,,,,0.0,41.0,3.0,,,,7.0
SYNTHETIC_50YARD_2026_W3_KENTUCKYBARRELS,2026-05-17,2026,3,50YARD,BEAUMONT RENEGADES,KENTUCKY BARRELS,,,,,,2.0,104.0,6.0,,,,
