game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W1_NITRO,,,1,AUDL,,,1.0,1.0,,,0.0,0.0,,,,0.0,6.0,53.0
SYNTHETIC_AUDL_W2_NITRO,,,2,AUDL,,,0.0,2.0,,,0.0,0.0,,,,0.0,18.0,70.0
SYNTHETIC_AUDL_W3_NITRO,,,3,AUDL,,,0.0,1.0,,,0.0,1.0,,,,1.0,68.0,138.0
2022-06-26-OAK-POR,2022-06-26,2022,5,,OAK,POR,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2022-07-09-SLC-POR,2022-07-09,2022,7,AUDL,shred,nitro,0.0,0.0,,,0.0,1.0,,,,1.0,-8.0,121.0
2022-07-24-SD-POR,2022-07-24,2022,9,AUDL,growlers,nitro,0.0,1.0,,,0.0,1.0,,,,0.0,14.0,21.0
2022-07-29-POR-SLC,2022-07-29,2022,10,AUDL,nitro,shred,0.0,0.0,,,0.0,0.0,,,,1.0,57.0,0.0
2022-07-30-POR-COL,2022-07-30,2022,10,AUDL,nitro,summit,0.0,1.0,,,0.0,1.0,,,,1.0,10.0,20.0
2023-05-05-SLC-POR,2023-05-05,2023,2,AUDL,SALT LAKE SHRED,PORTLAND NITRO,,,2.0,2.0,,1.0,,3.0,2.0,,40.0,13.0
2023-05-12-POR-LA,2023-05-12,2023,3,AUDL,PORTLAND NITRO,LA AVIATORS,,,5.0,4.0,,,,13.0,5.0,1.0,66.0,12.0
2023-05-13-POR-SD,2023-05-13,2023,3,AUDL,PORTLAND NITRO,SAN DIEGO GROWLERS,1.0,1.0,,,,,1.0,,,,,
2023-05-19-OAK-POR,2023-05-19,2023,4,AUDL,OAKLAND SPIDERS,PORTLAND NITRO,,1.0,4.0,2.0,,1.0,,4.0,3.0,1.0,33.0,-16.0
2023-06-02-SEA-POR,2023-06-02,2023,6,AUDL,SEATTLE CASCADES,PORTLAND NITRO,,2.0,2.0,3.0,,,,9.0,3.0,,6.0,7.0
2023-06-09-LA-POR,2023-06-09,2023,7,AUDL,LA AVIATORS,PORTLAND NITRO,1.0,1.0,9.0,9.0,,,,,10.0,1.0,78.0,10.0
2023-06-30-COL-POR,2023-06-30,2023,10,AUDL,COLORADO SUMMIT,PORTLAND NITRO,1.0,1.0,25.0,22.0,,2.0,,,23.0,1.0,223.0,78.0
2023-07-14-SD-POR,2023-07-14,2023,12,AUDL,SAN DIEGO GROWLERS,PORTLAND NITRO,1.0,,12.0,9.0,,2.0,,,10.0,,116.0,-20.0
2023-07-22-POR-SEA,2023-07-22,2023,13,AUDL,PORTLAND NITRO,SEATTLE CASCADES,,3.0,21.0,18.0,,1.0,2.0,2.0,21.0,1.0,283.0,16.0
2024-04-28-SD-POR,2024-04-28,2024,1,UFA,growlers,nitro,2.0,0.0,,,0.0,3.0,,,,1.0,154.0,53.0
2024-05-10-OAK-POR,2024-05-10,2024,3,UFA,spiders,nitro,0.0,0.0,,,0.0,1.0,,,,0.0,93.0,115.0
2024-05-17-POR-SD,2024-05-17,2024,4,UFA,nitro,growlers,1.0,1.0,,,0.0,1.0,,,,2.0,156.0,140.0
2024-05-18-POR-LA,2024-05-18,2024,4,UFA,nitro,aviators,1.0,0.0,,,1.0,2.0,,,,0.0,135.0,30.0
2024-05-25-POR-SEA,2024-05-25,2024,6,UFA,nitro,cascades,2.0,0.0,,,0.0,1.0,,,,1.0,184.0,170.0
2024-06-08-LA-POR,2024-06-08,2024,7,UFA,aviators,nitro,0.0,1.0,,,0.0,5.0,,,,1.0,277.0,225.0
2024-06-15-SEA-POR,2024-06-15,2024,8,UFA,cascades,nitro,1.0,0.0,,,0.0,2.0,,,,1.0,149.0,18.0
2024-06-30-COL-POR,2024-06-30,2024,10,UFA,summit,nitro,0.0,0.0,,,1.0,1.0,,,,0.0,52.0,-27.0
2024-07-05-POR-SLC,2024-07-05,2024,11,UFA,nitro,shred,2.0,2.0,,,0.0,2.0,,,,0.0,140.0,137.0
2024-07-06-POR-OAK,2024-07-06,2024,11,UFA,nitro,spiders,3.0,2.0,,,0.0,3.0,,,,0.0,168.0,149.0
2024-07-13-SLC-POR,2024-07-13,2024,12,UFA,shred,nitro,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2024-07-21-POR-SEA,2024-07-21,2024,13,UFA,nitro,cascades,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
