game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,fielding_catches,fielding_runouts,match_played
cricket-t20i-2024-06-09-1436474,2024-06-09,2024,1,T20I,Austria,Romania,1.0,0.0,0.0,9.0,0.0,0.0,,,1.0
cricket-t20i-2024-06-10-1436475,2024-06-10,2024,1,T20I,Israel,Austria,20.0,1.0,1.0,5.0,30.0,3.0,,,1.0
cricket-t20i-2024-06-12-1436480,2024-06-12,2024,1,T20I,Portugal,Austria,,,,,,,1.0,,1.0
cricket-t20i-2024-06-15-1436488,2024-06-15,2024,1,T20I,Austria,Hungary,7.0,0.0,0.0,1.0,3.0,0.0,,,1.0
cricket-t20i-2024-06-16-1436492,2024-06-16,2024,1,T20I,France,Austria,20.0,2.0,0.0,1.0,12.0,0.0,,,1.0
cricket-t20i-2025-05-31-1483789,2025-05-31,2025,1,T20I,Austria,Switzerland,1.0,0.0,1.0,10.0,2.0,0.0,1.0,,1.0
cricket-t20i-2025-05-31-1486784,2025-05-31,2025,1,T20I,Austria,Switzerland,12.0,0.0,1.0,8.0,16.0,1.0,,,1.0
cricket-t20i-2025-06-01-1486785,2025-06-01,2025,1,T20I,Austria,Switzerland,1.0,0.0,1.0,6.0,1.0,0.0,1.0,,1.0
cricket-t20i-2025-06-08-1483731,2025-06-08,2025,1,T20I,Czech Republic,Austria,,,,,,,1.0,1.0,1.0
cricket-t20i-2025-06-09-1483733,2025-06-09,2025,1,T20I,Norway,Austria,8.0,1.0,0.0,7.0,6.0,0.0,1.0,1.0,1.0
cricket-t20i-2025-07-26-1495658,2025-07-26,2025,1,T20I,Hungary,Austria,44.0,5.0,0.0,3.0,66.0,4.0,,2.0,1.0
cricket-t20i-2025-07-26-1495659,2025-07-26,2025,1,T20I,Austria,Luxembourg,15.0,3.0,0.0,5.0,23.0,1.0,,,1.0
cricket-t20i-2025-07-27-1495661,2025-07-27,2025,1,T20I,Austria,Romania,12.0,2.0,0.0,3.0,10.0,0.0,,,1.0
cricket-t20i-2025-08-23-1498696,2025-08-23,2025,1,T20I,Belgium,Austria,4.0,0.0,0.0,3.0,1.0,0.0,,,1.0
cricket-t20i-2025-08-23-1498697,2025-08-23,2025,1,T20I,Austria,Belgium,19.0,3.0,0.0,3.0,29.0,2.0,1.0,1.0,1.0
cricket-t20i-2025-10-18-1506436,2025-10-18,2025,1,T20I,Romania,Austria,11.0,1.0,0.0,3.0,7.0,0.0,,,1.0
cricket-t20i-2025-10-18-1506437,2025-10-18,2025,1,T20I,Austria,Romania,7.0,1.0,0.0,3.0,6.0,0.0,3.0,,1.0
cricket-t20i-2025-10-19-1506439,2025-10-19,2025,1,T20I,Austria,Romania,15.0,0.0,0.0,3.0,28.0,4.0,,,1.0
cricket-t20i-2026-03-14-1527770,2026-03-14,2026,1,T20I,Cyprus,Austria,7.0,2.0,0.0,3.0,10.0,0.0,1.0,,1.0
cricket-t20i-2026-03-16-1527773,2026-03-16,2026,1,T20I,Cyprus,Austria,28.0,2.0,0.0,3.0,33.0,2.0,1.0,1.0,1.0
cricket-t20i-2026-05-01-1533385,2026-05-01,2026,1,T20I,Germany,Austria,6.0,0.0,0.0,3.0,1.0,0.0,,,1.0
cricket-t20i-2026-05-01-1533386,2026-05-01,2026,1,T20I,Austria,Germany,17.0,0.0,0.0,6.0,22.0,3.0,1.0,,1.0
cricket-t20i-2026-05-02-1533387,2026-05-02,2026,1,T20I,Germany,Austria,,,,,,,1.0,1.0,1.0
cricket-t20i-2026-05-03-1533389,2026-05-03,2026,1,T20I,Austria,Germany,6.0,0.0,0.0,5.0,4.0,0.0,,,1.0
