game_id,date,season,week,league,away,home,catches,completions,throwAttempts,yardsReceived,yardsThrown
2023-05-13-PIT-DET,2023-05-13,2023,3,,PIT,DET,5.0,5.0,5.0,-15.0,32.0
2023-05-20-PIT-MIN,2023-05-20,2023,4,,PIT,MIN,2.0,2.0,2.0,15.0,8.0
