game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,8.0,6.0,,16.0,,24.0,24.0,6.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,2.0,1.0,40.0,7.0,31.0,7.0,41.0,3.0
