game_id,date,season,week,league,away,home,rec_avg,rec_long,receiving_2pt,receiving_fum,receiving_tds,receiving_yards,receptions
FOOTBALL_AF1_2026_4_12_T584761G1168201@T612138,2026-04-13,2026,1,AF1,Beaumont Renegades,Oceanside Bombers,8.0,12.0,0.0,0.0,0.0,30.0,4.0
FOOTBALL_AF1_2026_4_26_T612138G1168208@T584761,2026-04-26,2026,3,AF1,Oceanside Bombers,Beaumont Renegades,11.0,45.0,0.0,0.0,1.0,90.0,8.0
FOOTBALL_AF1_2026_5_3_T602555G1168214@T612138,2026-05-04,2026,4,AF1,Minnesota Monsters,Oceanside Bombers,5.0,0.0,0.0,0.0,0.0,21.0,4.0
FOOTBALL_AF1_2026_5_16_T612138G1168221@T584637,2026-05-16,2026,6,AF1,Oceanside Bombers,Nashville Kats,10.0,10.0,0.0,0.0,1.0,10.0,1.0
FOOTBALL_AF1_2026_5_24_T584747G1168383@T612138,2026-05-25,2026,7,AF1,Kentucky Barrels,Oceanside Bombers,13.0,0.0,0.0,0.0,1.0,67.0,5.0
FOOTBALL_AF1_2026_5_30_T612138G1168387@T584635,2026-05-30,2026,8,AF1,Oceanside Bombers,Albany Firebirds,5.0,9.0,0.0,0.0,0.0,38.0,8.0
FOOTBALL_AF1_2026_6_7_T602555G1168393@T612138,2026-06-08,2026,9,AF1,Minnesota Monsters,Oceanside Bombers,13.0,0.0,0.0,0.0,2.0,105.0,8.0
FOOTBALL_AF1_2026_6_14_T584641G1168397@T612138,2026-06-14,2026,10,AF1,Washington Wolfpack,Oceanside Bombers,7.0,18.0,0.0,0.0,2.0,34.0,5.0
FOOTBALL_AF1_2026_6_20_T612138G1168399@T584761,2026-06-20,2026,11,AF1,Oceanside Bombers,Beaumont Renegades,8.0,10.0,0.0,0.0,1.0,25.0,3.0
