game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_runouts,match_played
cricket-t20i-2022-06-24-1317136,2022-06-24,2022,1,T20I,Serbia,Bulgaria,,,,,,,12.0,0.0,0.0,42.0,0.0,0.0,,1.0
cricket-t20i-2022-06-25-1317138,2022-06-25,2022,1,T20I,Serbia,Bulgaria,,,,,,,6.0,0.0,0.0,14.0,0.0,0.0,,1.0
cricket-t20i-2022-07-09-1323552,2022-07-09,2022,1,T20I,Bulgaria,Serbia,1.0,0.0,0.0,11.0,0.0,0.0,12.0,0.0,1.0,28.0,0.0,4.0,1.0,1.0
cricket-t20i-2023-06-23-1381453,2023-06-23,2023,1,T20I,Serbia,Turkey,,,,,,,18.0,0.0,0.0,18.0,1.0,4.0,,1.0
cricket-t20i-2023-06-23-1381455,2023-06-23,2023,1,T20I,Bulgaria,Serbia,,,,,,,18.0,0.0,0.0,34.0,0.0,2.0,1.0,1.0
cricket-t20i-2024-09-30-1452624,2024-09-30,2024,1,T20I,Serbia,Gibraltar,4.0,0.0,0.0,7.0,2.0,0.0,,,,,,,,1.0
cricket-t20i-2024-09-30-1452625,2024-09-30,2024,1,T20I,Serbia,Gibraltar,7.0,0.0,1.0,8.0,3.0,0.0,12.0,0.0,0.0,14.0,1.0,0.0,,1.0
cricket-t20i-2025-06-07-1486790,2025-06-07,2025,1,T20I,Slovenia,Serbia,,,,,,,12.0,0.0,0.0,28.0,0.0,1.0,,1.0
cricket-t20i-2025-06-08-1486791,2025-06-08,2025,1,T20I,Serbia,Slovenia,,,,,,,12.0,0.0,0.0,23.0,1.0,0.0,1.0,1.0
cricket-t20i-2025-10-31-1506440,2025-10-31,2025,1,T20I,Cyprus,Serbia,7.0,0.0,0.0,9.0,2.0,0.0,6.0,0.0,0.0,11.0,0.0,1.0,,1.0
cricket-t20i-2025-11-01-1506443,2025-11-01,2025,1,T20I,Bulgaria,Serbia,,,,,,,24.0,0.0,0.0,28.0,5.0,0.0,,1.0
