game_id,date,season,week,league,away,home,def_sack,def_solo,def_tot,def_ydsl,interceptions_made,sacks,tackles
FOOTBALL_CFL_2018_6_28_OTT@CGY,2018-06-28,2018,1,CFL,OTT,CGY,,1.0,1.0,,,,
FOOTBALL_CFL_2019_7_25_CGY@OTT,2019-07-25,2019,1,CFL,CGY,OTT,,1.0,1.0,,,,
FOOTBALL_CFL_2019_8_17_HAM@OTT,2019-08-17,2019,1,CFL,HAM,OTT,,1.0,1.0,,,,
FOOTBALL_CFL_2019_8_24_OTT@SSK,2019-08-24,2019,1,CFL,OTT,SSK,,1.0,1.0,,,,
FOOTBALL_CFL_2019_8_2_OTT@MTL,2019-08-02,2019,1,CFL,OTT,MTL,,2.0,2.0,,,,
FOOTBALL_CFL_2019_8_9_OTT@EDM,2019-08-09,2019,1,CFL,OTT,EDM,,1.0,1.0,,,,
FOOTBALL_CFL_2019_9_21_BC@OTT,2019-09-21,2019,1,CFL,BC,OTT,,1.0,1.0,,,,
FOOTBALL_CFL_2019_9_28_EDM@OTT,2019-09-28,2019,1,CFL,EDM,OTT,,1.0,1.0,,,,
FOOTBALL_CFL_2021_10_11_OTT@MTL,2021-10-11,2021,1,CFL,OTT,MTL,1.0,1.0,1.0,8.0,,,
FOOTBALL_CFL_2021_10_6_OTT@TOR,2021-10-06,2021,1,CFL,OTT,TOR,,1.0,1.0,,,,
FOOTBALL_CFL_2021_9_22_HAM@OTT,2021-09-22,2021,1,CFL,HAM,OTT,,1.0,1.0,,,,
9889285,2023-06-10,2023,1,CFL,OTT,MTL,,,,,,,1.0
9889329,2023-08-27,2023,12,CFL,OTT,EDM,,,,,0.0,0.0,1.0
9889334,2023-09-08,2023,14,CFL,HAM,OTT,,,,,0.0,0.0,0.0
9889341,2023-09-16,2023,15,CFL,OTT,BC,,,,,0.0,0.0,0.0
9889342,2023-09-22,2023,16,CFL,SSK,OTT,,,,,0.0,0.0,0.0
9889348,2023-09-30,2023,17,CFL,MTL,OTT,,,,,0.0,0.0,0.0
