game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-t20i-2023-08-23-1393593,2023-08-23,2023,1,T20I,Nepal,Kuwait,3.0,0.0,1.0,10.0,1.0,0.0,24.0,2.0,0.0,9.0,2.0,1.0,1.0
cricket-t20i-2023-08-25-1393595,2023-08-25,2023,1,T20I,Nepal,Malaysia,,,,,,,6.0,0.0,0.0,9.0,0.0,2.0,1.0
cricket-t20i-2023-08-26-1393597,2023-08-26,2023,1,T20I,Hong Kong,Nepal,,,,,,,18.0,0.0,1.0,20.0,3.0,0.0,1.0
cricket-t20i-2023-08-31-1394751,2023-08-31,2023,1,T20I,Nepal,Malaysia,,,,,,,6.0,0.0,0.0,8.0,0.0,0.0,1.0
cricket-t20i-2023-09-01-1394760,2023-09-01,2023,1,T20I,Bahrain,Nepal,,,,,,,10.0,2.0,0.0,0.0,2.0,0.0,1.0
cricket-t20i-2023-09-03-1394762,2023-09-03,2023,1,T20I,Bhutan,Nepal,,,,,,,12.0,0.0,0.0,5.0,1.0,1.0,1.0
cricket-t20i-2023-09-04-1394767,2023-09-04,2023,1,T20I,Qatar,Nepal,,,,,,,12.0,0.0,0.0,13.0,0.0,0.0,1.0
cricket-t20i-2023-09-08-1394777,2023-09-08,2023,1,T20I,Thailand,Nepal,3.0,0.0,0.0,11.0,1.0,0.0,12.0,0.0,0.0,10.0,0.0,1.0,1.0
cricket-t20i-2023-11-15-1407868,2023-11-15,2023,1,T20I,Tanzania,Nepal,1.0,0.0,1.0,10.0,0.0,0.0,6.0,0.0,0.0,11.0,0.0,0.0,1.0
cricket-t20i-2023-11-19-1407870,2023-11-19,2023,1,T20I,Nepal,Japan,,,,,,,12.0,0.0,0.0,7.0,1.0,1.0,1.0
