game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W1_BREEZE,,,1,AUDL,,,3.0,0.0,,,0.0,0.0,,,,2.0,391.0,374.0
SYNTHETIC_AUDL_W2_BREEZE,,,2,AUDL,,,2.0,0.0,,,0.0,0.0,,,,2.0,37.0,162.0
SYNTHETIC_AUDL_W3_BREEZE,,,3,AUDL,,,3.0,0.0,,,0.0,0.0,,,,1.0,225.0,241.0
2022-06-18-TOR-DC,2022-06-18,2022,4,,TOR,DC,4.0,0.0,,,0.0,2.0,,,,0.0,184.0,268.0
2022-07-02-DC-PHI,2022-07-02,2022,6,,DC,PHI,4.0,0.0,,,0.0,2.0,,,,2.0,213.0,132.0
2022-07-08-PHI-DC,2022-07-08,2022,7,AUDL,phoenix,breeze,0.0,0.0,,,2.0,0.0,,,,1.0,142.0,117.0
2022-07-15-DC-MTL,2022-07-15,2022,8,AUDL,breeze,royal,2.0,0.0,,,1.0,2.0,,,,1.0,119.0,132.0
2022-07-16-DC-OTT,2022-07-16,2022,8,AUDL,breeze,outlaws,5.0,2.0,,,0.0,2.0,,,,2.0,284.0,166.0
2022-07-23-DC-BOS,2022-07-23,2022,9,AUDL,breeze,glory,1.0,0.0,,,0.0,2.0,,,,1.0,261.0,135.0
2022-07-29-OTT-DC,2022-07-29,2022,10,AUDL,outlaws,breeze,1.0,0.0,,,1.0,3.0,,,,1.0,235.0,118.0
2023-04-29-DC-CAR,2023-04-29,2023,1,AUDL,DC BREEZE,CAROLINA FLYERS,3.0,,30.0,28.0,,2.0,4.0,1.0,28.0,,165.0,140.0
2023-05-07-PHI-DC,2023-05-07,2023,2,AUDL,PHILADELPHIA PHOENIX,DC BREEZE,3.0,,18.0,18.0,,,1.0,,19.0,,82.0,105.0
2023-05-13-NY-DC,2023-05-13,2023,3,AUDL,NEW YORK EMPIRE,DC BREEZE,2.0,,27.0,22.0,,2.0,3.0,1.0,25.0,3.0,127.0,240.0
2023-06-02-CAR-DC,2023-06-02,2023,6,AUDL,CAROLINA FLYERS,DC BREEZE,4.0,,25.0,23.0,,1.0,1.0,,24.0,1.0,202.0,58.0
2023-06-16-MTL-DC,2023-06-16,2023,8,AUDL,MONTREAL ROYAL,DC BREEZE,2.0,,16.0,14.0,,1.0,,1.0,15.0,1.0,212.0,89.0
2023-06-23-DC-MTL,2023-06-23,2023,9,AUDL,DC BREEZE,MONTREAL ROYAL,2.0,,27.0,24.0,,1.0,2.0,,25.0,1.0,137.0,110.0
2023-06-30-DC-NY,2023-06-30,2023,10,AUDL,DC BREEZE,NEW YORK EMPIRE,3.0,,29.0,25.0,,3.0,1.0,,26.0,1.0,163.0,158.0
2023-07-08-BOS-DC,2023-07-08,2023,11,AUDL,BOSTON GLORY,DC BREEZE,2.0,,41.0,40.0,,,2.0,1.0,41.0,1.0,137.0,153.0
2023-07-15-DC-PHI,2023-07-15,2023,12,AUDL,DC BREEZE,PHILADELPHIA PHOENIX,2.0,,25.0,21.0,,3.0,2.0,,21.0,,252.0,123.0
2023-07-21-TOR-DC,2023-07-21,2023,13,AUDL,TORONTO RUSH,DC BREEZE,,,30.0,28.0,,3.0,4.0,,28.0,,258.0,146.0
2024-04-27-DC-SLC,2024-04-27,2024,1,UFA,breeze,shred,1.0,0.0,,,0.0,3.0,,,,1.0,103.0,69.0
2024-05-05-DC-PHI,2024-05-05,2024,2,UFA,breeze,phoenix,1.0,0.0,,,0.0,1.0,,,,0.0,84.0,100.0
2024-05-10-BOS-DC,2024-05-10,2024,3,UFA,glory,breeze,1.0,1.0,,,0.0,3.0,,,,1.0,241.0,65.0
2024-05-18-PHI-DC,2024-05-18,2024,4,UFA,phoenix,breeze,5.0,0.0,,,1.0,1.0,,,,0.0,266.0,228.0
2024-05-31-TOR-DC,2024-05-31,2024,6,UFA,rush,breeze,4.0,0.0,,,0.0,2.0,,,,0.0,233.0,208.0
2024-06-02-DC-BOS,2024-06-02,2024,6,UFA,breeze,glory,2.0,0.0,,,0.0,1.0,,,,1.0,109.0,145.0
2024-06-08-NY-DC,2024-06-08,2024,7,UFA,empire,breeze,1.0,0.0,,,0.0,2.0,,,,2.0,143.0,185.0
2024-06-15-DC-TOR,2024-06-15,2024,8,UFA,breeze,rush,6.0,0.0,,,0.0,2.0,,,,1.0,246.0,223.0
2024-06-16-DC-MTL,2024-06-16,2024,8,UFA,breeze,royal,4.0,0.0,,,0.0,2.0,,,,4.0,274.0,229.0
2024-06-22-MTL-DC,2024-06-22,2024,9,UFA,royal,breeze,1.0,0.0,,,0.0,1.0,,,,0.0,198.0,161.0
2024-06-28-CAR-DC,2024-06-28,2024,10,UFA,flyers,breeze,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2024-07-20-DC-NY,2024-07-20,2024,13,UFA,breeze,empire,6.0,0.0,,,0.0,2.0,,,,1.0,259.0,163.0
2025-04-26-PHI-DC,2025-04-26,2025,1,UFA,phoenix,breeze,0.0,0.0,,,0.0,0.0,,,,0.0,0.0,0.0
2025-05-03-TOR-DC,2025-05-03,2025,2,UFA,rush,breeze,2.0,0.0,,,0.0,2.0,,,,0.0,196.0,97.0
2025-05-10-DC-CAR,2025-05-10,2025,3,UFA,breeze,flyers,3.0,0.0,,,0.0,3.0,,,,0.0,189.0,169.0
2025-05-18-BOS-DC,2025-05-18,2025,4,UFA,glory,breeze,1.0,0.0,,,0.0,0.0,,,,0.0,29.0,61.0
2025-05-30-DC-TOR,2025-05-30,2025,6,UFA,breeze,rush,3.0,0.0,,,1.0,0.0,,,,1.0,165.0,77.0
2025-05-31-DC-MTL,2025-05-31,2025,6,UFA,breeze,royal,2.0,0.0,,,0.0,2.0,,,,2.0,285.0,123.0
2025-06-06-NY-DC,2025-06-06,2025,7,UFA,empire,breeze,3.0,0.0,,,0.0,2.0,,,,0.0,228.0,152.0
2025-06-14-DC-NY,2025-06-14,2025,8,UFA,breeze,empire,3.0,0.0,,,0.0,2.0,,,,2.0,211.0,133.0
2025-06-27-MTL-DC,2025-06-27,2025,10,UFA,royal,breeze,2.0,1.0,,,0.0,0.0,,,,0.0,50.0,33.0
2025-07-06-DC-BOS,2025-07-06,2025,11,UFA,breeze,glory,1.0,0.0,,,1.0,1.0,,,,1.0,104.0,86.0
2025-07-12-BOS-DC,2025-07-12,2025,12,UFA,glory,breeze,3.0,0.0,,,0.0,0.0,,,,0.0,-16.0,171.0
2025-07-19-DC-PHI,2025-07-19,2025,13,UFA,breeze,phoenix,0.0,0.0,,,0.0,0.0,,,,0.0,144.0,130.0
