game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,,7.0,27.0,2.0,11.0,7.0,14.0,2.0
PUL_2026_SEASON_TOTAL,,2026,1,PUL,,,1.0,2.0,11.0,2.0,,4.0,12.0,1.0
