game_id,date,season,week,league,away,home,assisted_tackles,fg_attempts,field_goal_long,field_goals_made,fumble_recoveries,fumble_recovery_yards,fumbles,fumbles_lost,kicking_points,kickoff_avg,kickoff_out_of_bounds,kickoff_touchbacks,kickoff_yards,kickoffs,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,solo_tackles,tackles,tackles_for_loss,tfl_yards,xp_attempts,xp_made
FOOTBALL_IFL_2026_6_7_TNEWMEXICOCHUPACABRASG20260607JMSK@TTUCSONSUGARSKULLS,2026-06-07,2026,13,IFL,New Mexico Chupacabras,Tucson Sugar Skulls,,1.0,0.0,0.0,,,,,2.0,48.3,0.0,0.0,193.0,4.0,,,,,,,,,,3.0,2.0
FOOTBALL_IFL_2026_6_13_TNEWMEXICOCHUPACABRASG20260613T2YA@TSANANTONIOGUNSLINGERS,2026-06-13,2026,14,IFL,New Mexico Chupacabras,San Antonio Gunslingers,1.0,3.0,10.0,1.0,,,,,4.0,47.0,0.0,0.0,188.0,4.0,,,,,,0.0,1.0,0.5,0.0,1.0,1.0
FOOTBALL_IFL_2026_6_21_TNAZWRANGLERSG20260621XMS9@TNEWMEXICOCHUPACABRAS,2026-06-21,2026,15,IFL,NAZ Wranglers,New Mexico Chupacabras,,2.0,0.0,0.0,,,,,4.0,49.7,0.0,1.0,298.0,6.0,,,,,,,,,,5.0,4.0
FOOTBALL_IFL_2026_6_27_TNEWMEXICOCHUPACABRASG20260627NH6Q@TARIZONARATTLERS,2026-06-27,2026,16,IFL,New Mexico Chupacabras,Arizona Rattlers,,3.0,43.0,1.0,,,,,5.0,41.6,0.0,0.0,208.0,5.0,,,,,,,,,,2.0,2.0
FOOTBALL_IFL_2026_7_5_TVEGASKNIGHTHAWKSG20260705XNDJ@TNEWMEXICOCHUPACABRAS,2026-07-05,2026,17,IFL,Vegas Knight Hawks,New Mexico Chupacabras,,4.0,31.0,1.0,,,,,4.0,39.6,0.0,3.0,198.0,5.0,,,,,,,,,,2.0,1.0
FOOTBALL_IFL_2026_7_12_TNEWMEXICOCHUPACABRASG20260712U4S4@TNAZWRANGLERS,2026-07-12,2026,18,IFL,New Mexico Chupacabras,NAZ Wranglers,,3.0,34.0,2.0,,,,,9.0,45.0,0.0,0.0,270.0,6.0,,,,,,,,,,3.0,3.0
FOOTBALL_IFL_2026_7_18_TNEWMEXICOCHUPACABRASG20260718EEFK@TSANDIEGOSTRIKEFORCE,2026-07-18,2026,19,IFL,New Mexico Chupacabras,San Diego Strike Force,0.0,4.0,29.0,1.0,1.0,0.0,1.0,0.0,6.0,48.2,0.0,0.0,241.0,5.0,-5.0,0.0,1.0,0.0,-5.0,0.0,0.0,,,4.0,3.0
