game_id,date,season,week,league,away,home,assists,blocks,d_points,goals,o_points,plus_minus,touches,turnovers
PUL_2023_SEASON_TOTAL,,2023,1,PUL,,,3.0,3.0,,11.0,,6.0,14.0,11.0
PUL_2024_SEASON_TOTAL,,2024,1,PUL,,,3.0,4.0,8.0,9.0,63.0,3.0,94.0,13.0
PUL_2025_SEASON_TOTAL,,2025,1,PUL,,,4.0,6.0,24.0,7.0,55.0,5.0,86.0,12.0
