game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-05-SLC-POR,2023-05-05,2023,2,,SLC,POR,1.0,1.0,12.0,11.0,1.0,1.0,,,,,12.0,1.0,108.0,6.0
2023-05-12-POR-LA,2023-05-12,2023,3,,POR,LA,1.0,,13.0,10.0,2.0,,1.0,,,,10.0,,186.0,-25.0
2023-05-13-POR-SD,2023-05-13,2023,3,,POR,SD,,,,,,3.0,,,,,,,,
2023-05-19-OAK-POR,2023-05-19,2023,4,,OAK,POR,,,7.0,4.0,,2.0,1.0,,,,5.0,1.0,144.0,8.0
2023-06-02-SEA-POR,2023-06-02,2023,6,,SEA,POR,,,21.0,13.0,,6.0,1.0,,,,15.0,,218.0,68.0
2023-06-09-LA-POR,2023-06-09,2023,7,,LA,POR,,,13.0,9.0,,3.0,,,,,11.0,1.0,149.0,2.0
2023-06-17-POR-CHI,2023-06-17,2023,8,,POR,CHI,,,20.0,13.0,,5.0,,,,,15.0,2.0,192.0,46.0
2023-06-30-COL-POR,2023-06-30,2023,10,,COL,POR,,,28.0,24.0,1.0,4.0,1.0,1.0,,,25.0,1.0,208.0,134.0
2023-07-07-POR-SLC,2023-07-07,2023,11,,POR,SLC,,,28.0,28.0,,1.0,0.0,0.0,,,35.0,7.0,36.0,125.0
2023-07-08-POR-OAK,2023-07-08,2023,11,,POR,OAK,1.0,2.0,,,1.0,,,,1.0,1.0,,,,
2023-07-14-SD-POR,2023-07-14,2023,12,,SD,POR,1.0,1.0,20.0,15.0,1.0,3.0,,,,,17.0,1.0,102.0,134.0
2023-07-22-POR-SEA,2023-07-22,2023,13,,POR,SEA,1.0,,14.0,10.0,1.0,3.0,,,,,11.0,1.0,151.0,82.0
