game_id,date,season,week,league,away,home,def_solo,def_tot,recv_lg,recv_rec,recv_tar,recv_td,recv_yac,recv_yds,rush_att,rush_lg,rush_yds,score_p,score_pts,score_tot
FOOTBALL_CFL_2016_10_14_OTT@HAM,2016-10-14,2016,1,CFL,OTT,HAM,,,23.0,4.0,5.0,1.0,8.0,43.0,,,,1.0,6.0,1.0
FOOTBALL_CFL_2016_10_1_CGY@HAM,2016-10-01,2016,1,CFL,CGY,HAM,,,9.0,5.0,8.0,,8.0,25.0,,,,,,
FOOTBALL_CFL_2016_10_21_HAM@OTT,2016-10-21,2016,1,CFL,HAM,OTT,,,,4.0,5.0,1.0,,31.0,1.0,20.0,20.0,1.0,6.0,1.0
FOOTBALL_CFL_2016_11_5_MTL@HAM,2016-11-05,2016,1,CFL,MTL,HAM,,,20.0,3.0,4.0,,17.0,32.0,,,,,,
FOOTBALL_CFL_2016_6_30_TOR@SSK,2016-06-30,2016,1,CFL,TOR,SSK,,,17.0,6.0,7.0,1.0,7.0,48.0,,,,1.0,6.0,1.0
FOOTBALL_CFL_2016_7_16_BC@SSK,2016-07-16,2016,1,CFL,BC,SSK,,,47.0,3.0,7.0,,38.0,67.0,1.0,1.0,1.0,,,
FOOTBALL_CFL_2016_7_8_SSK@EDM,2016-07-08,2016,1,CFL,SSK,EDM,,,,1.0,2.0,1.0,,20.0,,,,1.0,6.0,1.0
FOOTBALL_CFL_2016_9_24_HAM@SSK,2016-09-24,2016,1,CFL,HAM,SSK,1.0,1.0,14.0,4.0,7.0,,12.0,41.0,,,,,,
