game_id,date,season,week,league,away,home,def_rebounds,fg3a,fg_pct,fga,fgm,fouls,minutes,off_rebounds,plus_minus,points,rebounds,turnovers
WNBA_202206010ATL,2022-06-01,2022,1,WNBA,MIN,ATL,1.0,,,,,,2.5,,-2.0,,1.0,1.0
WNBA_202206070NYL,2022-06-07,2022,1,WNBA,MIN,NYL,1.0,1.0,0.5,2.0,1.0,1.0,3.783333333333333,2.0,1.0,2.0,3.0,
WNBA_202206100MIN,2022-06-10,2022,1,WNBA,WAS,MIN,1.0,,,,,,3.6666666666666665,,-1.0,,1.0,
