game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg3_pct,fg3a,fg3m,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,games_played,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202205060CHI,2022-05-06,2022,1,WNBA,LAS,CHI,,,2.0,0.333,3.0,1.0,0.333,3.0,1.0,,1.0,2.0,2.0,,14.6,,3.0,5.0,2.0,1.0,1.0
WNBA_202205080IND,2022-05-08,2022,1,WNBA,LAS,IND,,,,,1.0,,,2.0,,1.0,,,,,10.05,,-4.0,,,1.0,
WNBA_202205110ATL,2022-05-11,2022,1,WNBA,LAS,ATL,1.0,,,,2.0,,,4.0,,3.0,,,,,18.85,1.0,-4.0,,1.0,,
WNBA_202305270LVA,2023-05-27,2023,1,WNBA,LAS,LVA,1.0,1.0,4.0,,3.0,,0.286,7.0,2.0,2.0,1.0,1.0,1.0,,14.5,,,5.0,4.0,1.0,
WNBA_202306200LAS,2023-06-20,2023,1,WNBA,MIN,LAS,,,2.0,1.0,1.0,1.0,0.75,4.0,3.0,1.0,,,,,7.8,,6.0,7.0,2.0,,2.0
WNBA_202306230LAS,2023-06-23,2023,1,WNBA,DAL,LAS,,,,,2.0,,,3.0,,1.0,1.0,2.0,2.0,,7.166666666666667,,4.0,2.0,,,
WNBA_202306250LAS,2023-06-25,2023,1,WNBA,DAL,LAS,1.0,,,0.333,3.0,1.0,0.25,4.0,1.0,,,,,,5.783333333333333,,-2.0,3.0,,,
WNBA_202306280CHI,2023-06-28,2023,1,WNBA,LAS,CHI,,,,,,,,2.0,,2.0,,,,,6.016666666666667,1.0,-7.0,,1.0,,
WNBA_202306300CHI,2023-06-30,2023,1,WNBA,LAS,CHI,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,6.316666666666666,1.0,-1.0,3.0,1.0,1.0,
WNBA_202307020ATL,2023-07-02,2023,1,WNBA,LAS,ATL,,,3.0,,2.0,,0.143,7.0,1.0,2.0,0.8,5.0,4.0,,24.25,1.0,-16.0,6.0,4.0,,1.0
WNBA_202307050LAS,2023-07-05,2023,1,WNBA,ATL,LAS,,,1.0,0.5,2.0,1.0,0.6,5.0,3.0,2.0,,1.0,,,16.316666666666666,,5.0,7.0,1.0,,
WNBA_202307090PHO,2023-07-09,2023,1,WNBA,LAS,PHO,1.0,1.0,2.0,0.5,2.0,1.0,0.25,4.0,1.0,,0.75,4.0,3.0,,21.633333333333333,,-12.0,6.0,2.0,,1.0
WNBA_202307120LAS,2023-07-12,2023,1,WNBA,LVA,LAS,1.0,,1.0,,1.0,,0.333,3.0,1.0,,,,,,5.483333333333333,,3.0,2.0,1.0,1.0,2.0
WNBA_202307200MIN,2023-07-20,2023,1,WNBA,LAS,MIN,1.0,,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,,,,,11.883333333333333,,21.0,5.0,2.0,1.0,2.0
WNBA_202307220DAL,2023-07-22,2023,1,WNBA,LAS,DAL,1.0,,,,,,,1.0,,1.0,,,,,9.7,,,,,1.0,
WNBA_202307250LAS,2023-07-25,2023,1,WNBA,IND,LAS,,,,,,,,,,,,,,,5.35,1.0,-5.0,,1.0,,1.0
WNBA_202307270LAS,2023-07-27,2023,1,WNBA,IND,LAS,,,,,1.0,,,1.0,,,,,,,2.6666666666666665,,-5.0,,,,
WNBA_202307300LAS,2023-07-30,2023,1,WNBA,NYL,LAS,,,1.0,,1.0,,0.25,4.0,1.0,1.0,,,,,13.0,1.0,17.0,2.0,2.0,2.0,
WNBA_202308010LAS,2023-08-01,2023,1,WNBA,NYL,LAS,,,,,1.0,,,3.0,,,,,,,6.366666666666666,2.0,-10.0,,2.0,,
WNBA_202308040WAS,2023-08-04,2023,1,WNBA,LAS,WAS,,,1.0,,1.0,,,1.0,,1.0,,,,,3.4833333333333334,,-5.0,,1.0,,
WNBA_202308060WAS,2023-08-06,2023,1,WNBA,LAS,WAS,,,,,1.0,,,1.0,,1.0,0.833,6.0,5.0,,3.65,,-2.0,5.0,,,
WNBA_202308080IND,2023-08-08,2023,1,WNBA,LAS,IND,,,,,,,,,,1.0,,,,,1.3833333333333333,,-7.0,,,,
WNBA_202308120LAS,2023-08-12,2023,1,WNBA,ATL,LAS,,,1.0,,,,,1.0,,1.0,,,,,9.25,,-7.0,,1.0,1.0,1.0
WNBA_202308190LVA,2023-08-19,2023,1,WNBA,LAS,LVA,,,,,,,,,,,,,,,2.7,,-4.0,,,,
WNBA_202308230LAS,2023-08-23,2023,1,WNBA,PHO,LAS,1.0,,,1.0,1.0,1.0,0.25,4.0,1.0,2.0,,,,,13.316666666666666,1.0,7.0,3.0,1.0,1.0,
WNBA_202308270CON,2023-08-27,2023,1,WNBA,LAS,CON,1.0,,1.0,,,,1.0,1.0,1.0,,,,,,6.066666666666666,,,2.0,1.0,,
WNBA_202308290LAS,2023-08-29,2023,1,WNBA,CHI,LAS,2.0,,1.0,,1.0,,,1.0,,1.0,,,,,5.75,1.0,,,2.0,,
WNBA_202308310LAS,2023-08-31,2023,1,WNBA,SEA,LAS,,,,0.667,3.0,2.0,0.571,7.0,4.0,,,,,,16.933333333333334,1.0,,10.0,1.0,,
WNBA_202309030LAS,2023-09-03,2023,1,WNBA,WAS,LAS,,,,,,,0.5,2.0,1.0,1.0,,,,,5.816666666666666,,-2.0,2.0,,1.0,
WNBA_202309050CON,2023-09-05,2023,1,WNBA,LAS,CON,3.0,1.0,1.0,0.5,6.0,3.0,0.556,9.0,5.0,,,,,,33.43333333333333,1.0,-11.0,13.0,2.0,1.0,1.0
WNBA_202309070NYL,2023-09-07,2023,1,WNBA,LAS,NYL,2.0,,1.0,0.667,6.0,4.0,0.5,12.0,6.0,1.0,1.0,2.0,2.0,,35.05,1.0,-15.0,18.0,2.0,1.0,2.0
WNBA_202309100SEA,2023-09-10,2023,1,WNBA,LAS,SEA,2.0,,1.0,,1.0,,0.667,3.0,2.0,1.0,,,,,20.516666666666666,1.0,-7.0,4.0,2.0,1.0,2.0
WNBA_202405150LAS,2024-05-15,2024,1,WNBA,ATL,LAS,,,,,,,,1.0,,1.0,,,,,2.533333333333333,,-9.0,,,,
WNBA_202405260LAS,2024-05-26,2024,1,WNBA,DAL,LAS,,,,,,,,,,,,,,,2.6666666666666665,,-5.0,,,,
