game_id,date,season,week,league,away,home,assists,blk,cto,games_played,goals,lb,penalty_minutes,pim,points,sog,to
NLL_2023_SEASON_TOTAL,,,1,,,,2.0,,,9.0,2.0,,2.0,,4.0,,
703329312,2025-10-28,2025,1,NLL,TORONTO,OSHAWA,1.0,1.0,1.0,,0.0,1.0,,1.0,,1.0,1.0
