game_id,date,season,week,league,away,home,receiving_yards,receptions
SYNTHETIC_CFL_2025_W13_HAM,2025-09-01,2025,13,CFL,TOR,HAM,23.0,3.0
SYNTHETIC_CFL_2025_W14_HAM,2025-09-06,2025,14,CFL,HAM,MTL,51.0,4.0
SYNTHETIC_CFL_2025_W15_HAM,2025-09-12,2025,15,CFL,WPG,HAM,49.0,6.0
SYNTHETIC_CFL_2025_W16_HAM,2025-09-20,2025,16,CFL,EDM,HAM,22.0,2.0
SYNTHETIC_CFL_2025_W17_HAM,2025-09-27,2025,17,CFL,HAM,WPG,86.0,2.0
SYNTHETIC_CFL_2025_W19_HAM,2025-10-11,2025,19,CFL,CGY,HAM,51.0,5.0
SYNTHETIC_CFL_2025_W20_HAM,,2025,20,CFL,,,32.0,4.0
SYNTHETIC_CFL_2025_W21_HAM,2025-10-24,2025,21,CFL,OTT,HAM,86.0,6.0
