game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_minus_xg,goals_plus_assists,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,shots,shots_on_target,xa,xg,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-uslc-2018-9Yqdwg85vJ,,2018,1,USLC,,,1.0,-0.162,12.4928,-0.2745,10.0,2.8073,11.0,11.0,1353.0,0.6375,320.0,-20.5991,-6.4372,4.0512,39.0,17.0,1.162,7.1927,0.0729,8.3547,0.7019,3.3031
soccer-mls-2019-a2lqRX2Mr0,,2019,1,MLS,,,0.0,-0.386,11.9072,-0.6632,4.0,-0.1116,4.0,6.0,745.0,0.6115,139.0,-7.0482,-5.0706,1.8991,19.0,10.0,0.386,4.1117,0.7367,4.4976,0.6622,1.8263
soccer-uslc-2019-9Yqdwg85vJ,,2019,1,USLC,,,1.0,-0.6208,13.4165,-0.512,11.0,0.5557,12.0,15.0,1259.0,0.7063,269.0,-1.3908,-0.517,3.9039,52.0,29.0,1.6208,10.4443,1.5601,12.0651,0.7115,4.48
soccer-mls-2020-a2lqRX2Mr0,,2020,1,MLS,,,0.0,-0.5784,13.7986,-1.2987,3.0,-3.5566,3.0,5.0,1160.0,0.6723,235.0,-7.0068,-2.9816,1.7244,42.0,21.0,0.5784,6.5566,0.816,7.135,0.7022,4.4244
soccer-mls-2021-a2lqRX2Mr0,,2021,1,MLS,,,0.0,-0.5478,12.0657,-1.8994,1.0,-0.4121,1.0,8.0,613.0,0.6184,152.0,-11.6031,-7.6336,0.9754,11.0,3.0,0.5478,1.4121,-0.4806,1.9599,0.6948,1.3029
soccer-uslc-2021-9Yqdwg85vJ,,2021,1,USLC,,,0.0,-0.1472,12.3272,-2.4339,0.0,-0.2547,0.0,3.0,162.0,0.75,36.0,-1.4008,-3.891,0.0,4.0,1.0,0.1472,0.2547,-0.2204,0.4019,0.7889,0.1762
soccer-mls-2022-a2lqRX2Mr0,,2022,1,MLS,,,0.0,-0.3597,12.9112,0.2716,4.0,-1.1706,4.0,6.0,1255.0,0.6031,257.0,-15.3076,-5.9563,1.3162,23.0,10.0,0.3597,5.1706,-0.2345,5.5303,0.6627,3.1127
soccer-mls-2023-a2lqRX2Mr0,,2023,1,MLS,,,0.0,-1.4704,12.8395,0.5781,5.0,-2.2653,5.0,14.0,2340.0,0.6542,480.0,-12.1227,-2.5256,2.509,36.0,17.0,1.4704,7.2653,-0.8176,8.7358,0.6794,4.5868
soccer-mls-2024-X0Oq66zq6D,,2024,1,MLS,,,0.0,-0.9019,14.0885,-1.5,2.0,-2.7634,2.0,6.0,941.0,0.672,186.0,-12.888,-6.929,1.5876,25.0,10.0,0.9019,4.7634,-0.9418,5.6653,0.7413,3.7638
soccer-mls-2025-X0Oq66zq6D,,2025,1,MLS,,,0.0,-0.1143,13.5221,-1.8783,3.0,1.3372,3.0,2.0,535.0,0.5783,83.0,-12.2331,-14.7387,0.0838,8.0,4.0,0.1143,1.6628,-0.1678,1.7771,0.7257,0.4855
soccer-mls-2026-NWMWlBK5lz,,2026,1,MLS,,,0.0,-0.3429,14.5764,-0.0406,2.0,-0.1975,2.0,3.0,586.0,0.7385,130.0,0.568,0.4369,1.9473,9.0,6.0,0.3429,2.1975,0.2887,2.5404,0.7341,1.4936
