game_id,date,season,week,league,away,home,2_pointer,3_pointer,4_pointer,assist,blockedShot,rebound,steal
2452439,,,1,,,,6.0,1.0,0.0,1.0,1.0,8.0,1.0
2457578,,,2,,,,7.0,0.0,0.0,0.0,0.0,6.0,0.0
2559391,,,2,,,,7.0,1.0,0.0,3.0,1.0,11.0,0.0
2463133,,,3,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559397,,,3,,,,4.0,1.0,0.0,0.0,1.0,14.0,0.0
2463416,,,4,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559398,,,4,,,,3.0,0.0,0.0,1.0,2.0,11.0,0.0
2559412,,,5,,,,1.0,0.0,0.0,2.0,0.0,9.0,0.0
2559382,,,6,,,,7.0,3.0,0.0,0.0,0.0,6.0,0.0
2559420,,,6,,,,2.0,1.0,0.0,2.0,0.0,4.0,2.0
