game_id,date,season,week,league,away,home,completion_pct,interceptions,pass_attempts,pass_completions,pass_long,pass_yards_per_attempt,passing_2pt,passing_rate,passing_sacks,passing_td_pass,passing_tds,passing_yards,passing_yds_lost,rush_avg,rush_long,rushing_2pt,rushing_attempts,rushing_fum,rushing_tds,rushing_yards
4002611070524,2026-05-02,2026,1,50 Yard,Albany Firebirds,Washington Wolfpack,,,,,,,,,,,5.0,159.0,,,,,,,1.0,17.0
SYNTHETIC_50YARD_2026_W2_WASHINGTONWOLFPACK,2026-05-09,2026,2,50YARD,Washington Wolfpack,Beaumont Renegades,,,,,,,,,,,1.0,57.0,,,,,,,1.0,10.0
FOOTBALL_AF1_2026_4_25_T584641G1168210@T584637,2026-04-25,2026,3,AF1,Washington Wolfpack,Nashville Kats,457.0,0.0,35.0,16.0,15.0,7.0,0.0,53.0,0.0,0.0,,110.0,0.0,,,,,,,
SYNTHETIC_50YARD_2026_W3_WASHINGTONWOLFPACK,2026-05-16,2026,3,50YARD,WASHINGTON WOLFPACK,OREGON LIGHTNING,,,,,,,,,,,3.0,139.0,,,,,,,2.0,2.0
FOOTBALL_AF1_2026_5_2_T584635G1168211@T584641,2026-05-02,2026,4,AF1,Albany Firebirds,Washington Wolfpack,639.0,0.0,36.0,23.0,25.0,7.0,0.0,111.0,0.0,4.0,,159.0,0.0,9.0,16.0,0.0,2.0,0.0,1.0,17.0
FOOTBALL_AF1_2026_5_9_T584641G1168216@T584761,2026-05-09,2026,5,AF1,Washington Wolfpack,Beaumont Renegades,561.0,0.0,41.0,23.0,41.0,7.0,0.0,98.0,0.0,4.0,,166.0,0.0,3.0,5.0,0.0,3.0,0.0,1.0,10.0
FOOTBALL_AF1_2026_5_16_T584641G1168222@T584638,2026-05-17,2026,6,AF1,Washington Wolfpack,Oregon Lightning,615.0,0.0,13.0,8.0,40.0,17.0,0.0,138.0,0.0,3.0,,139.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,2.0
