game_id,date,season,week,league,away,home,assist_tackles,def_ast,def_solo,def_tot,int_avg,int_long,int_tds,int_yards,interceptions_made,solo_tackles
FOOTBALL_CFL_2017_11_3_WPG@CGY,2017-11-03,2017,1,CFL,WPG,CGY,,,1.0,1.0,,,,,,
FOOTBALL_CFL_2017_8_10_NO@CLE,2017-08-10,2017,1,CFL,NO,CLE,,1.0,4.0,5.0,,,,,,
FOOTBALL_CFL_2017_8_21_NYG@CLE,2017-08-21,2017,1,CFL,NYG,CLE,,2.0,,2.0,,,,,,
FOOTBALL_CFL_2017_8_26_CLE@TB,2017-08-26,2017,1,CFL,CLE,TB,,1.0,1.0,2.0,,,,,,
FOOTBALL_CFL_2017_8_31_CLE@CHI,2017-08-31,2017,1,CFL,CLE,CHI,,,3.0,3.0,,,,,,
FOOTBALL_AAF_2019_2_9_SD@SA,2019-02-09,2019,1,AAF,SD,SA,3.0,,,,0.0,0.0,0.0,0.0,0.0,3.0
