game_id,date,season,week,league,away,home,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct
FOOTBALL_AF1_2026_4_11_T602555G1168200@T584635,2026-04-11,2026,1,AF1,Minnesota Monsters,Albany Firebirds,1.0,0.0,0.0,0.0,0.0,1.0,3.0,333.0
FOOTBALL_AF1_2026_4_25_T602555G1168209@T606163,2026-04-25,2026,3,AF1,Minnesota Monsters,Michigan Arsenal,1.0,20.0,1.0,1.0,0.0,5.0,6.0,833.0
FOOTBALL_AF1_2026_5_3_T602555G1168214@T612138,2026-05-04,2026,4,AF1,Minnesota Monsters,Oceanside Bombers,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
FOOTBALL_AF1_2026_5_9_T602555G1168217@T606163,2026-05-09,2026,5,AF1,Minnesota Monsters,Michigan Arsenal,1.0,29.0,1.0,1.0,0.0,4.0,4.0,1.0
FOOTBALL_AF1_2026_5_22_T584637G1168386@T602555,2026-05-22,2026,7,AF1,Nashville Kats,Minnesota Monsters,1.0,24.0,1.0,1.0,0.0,0.0,0.0,0.0
