game_id,date,season,week,league,away,home,assisted_tackles,def_interceptions,defensive_bk,defensive_pd,defensive_tds,defensive_tfl,extra_point,fg_attempts,field_goal_long,field_goal_pct,field_goals_made,forced_fumbles,fumble_recoveries,kicking_deuce,kicking_pat,kicking_pat_att,kicking_pat_pct,sacks,tackles
FOOTBALL_AF1_2026_4_12_T606163G1168202@T584747,2026-04-12,2026,1,AF1,Michigan Arsenal,Kentucky Barrels,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,,
FOOTBALL_AF1_2026_4_17_T606163G1168206@T584637,2026-04-18,2026,2,AF1,Michigan Arsenal,Nashville Kats,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,2.0,4.0,500.0,,
SYNTHETIC_50YARD_2026_W2_MICHIGANARSENAL,2026-05-09,2026,2,50YARD,Minnesota Monsters,Michigan Arsenal,,,,,,,2.0,,,,,,,,,,,,
FOOTBALL_AF1_2026_4_25_T602555G1168209@T606163,2026-04-25,2026,3,AF1,Minnesota Monsters,Michigan Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
SYNTHETIC_50YARD_2026_W3_MICHIGANARSENAL,2026-05-16,2026,3,50YARD,ALBANY FIREBIRDS,MICHIGAN ARSENAL,,,,,,,5.0,,,,,,,,,,,,
FOOTBALL_AF1_2026_5_9_T602555G1168217@T606163,2026-05-09,2026,5,AF1,Minnesota Monsters,Michigan Arsenal,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,2.0,3.0,667.0,,
FOOTBALL_AF1_2026_5_16_T584635G1168219@T606163,2026-05-16,2026,6,AF1,Albany Firebirds,Michigan Arsenal,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,8.0,625.0,0.0,1.0
