game_id,date,season,week,league,away,home,def_sack,def_solo,def_tot,def_ydsl
FOOTBALL_CFL_2021_10_15_WPG@EDM,2021-10-15,2021,1,CFL,WPG,EDM,1.0,4.0,4.0,4.0
FOOTBALL_CFL_2021_10_29_HAM@EDM,2021-10-29,2021,1,CFL,HAM,EDM,1.0,2.0,2.0,8.0
FOOTBALL_CFL_2021_11_16_EDM@TOR,2021-11-16,2021,1,CFL,EDM,TOR,1.0,1.0,1.0,6.0
FOOTBALL_CFL_2021_11_5_SSK@EDM,2021-11-05,2021,1,CFL,SSK,EDM,,2.0,2.0,
FOOTBALL_CFL_2021_9_18_WPG@EDM,2021-09-18,2021,1,CFL,WPG,EDM,1.0,,,14.0
FOOTBALL_CFL_2021_9_28_EDM@OTT,2021-09-28,2021,1,CFL,EDM,OTT,,1.0,1.0,
FOOTBALL_CFL_2022_10_15_TOR@EDM,2022-10-15,2022,1,CFL,TOR,EDM,,1.0,1.0,
FOOTBALL_CFL_2022_10_1_MTL@EDM,2022-10-01,2022,1,CFL,MTL,EDM,1.0,1.0,1.0,5.0
FOOTBALL_CFL_2022_10_21_BC@EDM,2022-10-21,2022,1,CFL,BC,EDM,,1.0,1.0,
FOOTBALL_CFL_2022_10_8_EDM@WPG,2022-10-08,2022,1,CFL,EDM,WPG,,1.0,1.0,
FOOTBALL_CFL_2022_6_25_EDM@CGY,2022-06-25,2022,1,CFL,EDM,CGY,,3.0,3.0,
FOOTBALL_CFL_2022_7_1_EDM@HAM,2022-07-01,2022,1,CFL,EDM,HAM,1.0,3.0,3.0,7.0
FOOTBALL_CFL_2022_7_7_CGY@EDM,2022-07-07,2022,1,CFL,CGY,EDM,,1.0,1.0,
FOOTBALL_CFL_2022_9_16_EDM@SSK,2022-09-16,2022,1,CFL,EDM,SSK,1.0,2.0,2.0,13.0
