game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,throwAttempts,yardsReceived,yardsThrown
2023-05-13-PIT-DET,2023-05-13,2023,3,,PIT,DET,,,1.0,1.0,,1.0,,9.0
2023-06-03-IND-DET,2023-06-03,2023,6,,IND,DET,,,,,1.0,,,
2023-06-30-DET-PIT,2023-06-30,2023,10,,DET,PIT,,,2.0,2.0,,2.0,21.0,-7.0
2023-07-08-MAD-DET,2023-07-08,2023,11,,MAD,DET,,,1.0,1.0,1.0,1.0,12.0,-11.0
2023-07-15-TOR-DET,2023-07-15,2023,12,,TOR,DET,,,8.0,8.0,1.0,8.0,20.0,61.0
2023-07-22-DET-MAD,2023-07-22,2023,13,,DET,MAD,,0.0,3.0,2.0,,2.0,17.0,11.0
2023-07-23-DET-MIN,2023-07-23,2023,13,,DET,MIN,1.0,,,,,,,
