game_id,date,season,week,league,away,home,assists,assists_minus_xa,avg_pass_distance,avg_pass_vertical,goals,goals_conceded,goals_conceded_minus_xg,goals_minus_xg,goals_per_xg,goals_plus_assists,headed_shot_share,key_passes,minutes_played,pass_completion_pct,passes_attempted,passes_over_expected,passes_over_expected_p100,points_added,saves,shots,shots_faced,shots_on_target,xa,xg,xg_faced,xg_place,xg_plus_xa,xpass_completion_pct,xpoints_added
soccer-mls-2013-X0Oq66zq6D,,2013,1,MLS,,,0.0,-0.0355,51.967,47.9714,0.0,38.0,-0.705,0.0,0.9818,0.0,0.197,1.0,2719.0,0.455,745.0,-30.972,-4.1573,0.0,93.0,0.0,132.0,0.0,0.0355,0.0,38.705,0.0,0.0355,0.4966,0.0
soccer-mls-2014-X0Oq66zq6D,,2014,1,MLS,,,0.0,-0.0658,49.0727,44.1046,0.0,48.0,-3.9021,0.0,0.9248,0.0,0.1745,2.0,3211.0,0.5379,1041.0,4.0973,0.3936,0.0,96.0,0.0,149.0,0.0,0.0658,0.0,51.9021,0.0,0.0658,0.534,0.0
soccer-mls-2015-X0Oq66zq6D,,2015,1,MLS,,,0.0,-0.1473,45.8134,39.3948,0.0,31.0,-2.1538,0.0,0.935,0.0,0.1667,3.0,2032.0,0.5929,619.0,5.5069,0.8896,0.0,59.0,0.0,90.0,0.0,0.1473,0.0,33.1538,0.0,0.1473,0.584,0.0
soccer-mls-2016-X0Oq66zq6D,,2016,1,MLS,,,0.0,-0.1002,44.8627,36.9244,0.0,35.0,3.6093,0.0,1.115,0.0,0.1038,2.0,2135.0,0.5932,703.0,-23.4296,-3.3328,0.0,68.0,0.0,106.0,0.0,0.1002,0.0,31.3907,0.0,0.1002,0.6265,0.0
soccer-mls-2017-Vj58weDM8n,,2017,1,MLS,,,0.0,0.0,38.7311,28.1506,0.0,43.0,2.517,0.0,1.0622,0.0,0.1379,0.0,3299.0,0.7194,1297.0,-21.0393,-1.6221,0.0,100.0,0.0,145.0,0.0,0.0,0.0,40.483,0.0,0.0,0.7356,0.0
soccer-mls-2018-Vj58weDM8n,,2018,1,MLS,,,0.0,-0.0689,37.2092,27.6735,0.0,45.0,0.881,0.0,1.02,0.0,0.1589,1.0,3422.0,0.7218,1348.0,-13.9397,-1.0341,0.0,105.0,0.0,151.0,0.0,0.0689,0.0,44.119,0.0,0.0689,0.7322,0.0
soccer-mls-2019-Vj58weDM8n,,2019,1,MLS,,,0.0,-0.0736,36.4382,26.5829,0.0,37.0,0.3971,0.0,1.0108,0.0,0.0976,2.0,2988.0,0.7537,1161.0,14.8497,1.279,0.0,83.0,0.0,123.0,0.0,0.0736,0.0,36.6029,0.0,0.0736,0.7409,0.0
soccer-mls-2020-Vj58weDM8n,,2020,1,MLS,,,0.0,-0.4435,34.5109,25.2466,0.0,30.0,-3.4287,0.0,0.8974,0.0,0.1709,1.0,2626.0,0.7562,853.0,-16.5411,-1.9392,0.0,86.0,0.0,117.0,0.0,0.4435,0.0,33.4287,0.0,0.4435,0.7755,0.0
soccer-mls-2021-Vj58weDM8n,,2021,1,MLS,,,1.0,0.6063,34.3764,25.3716,0.0,33.0,-0.2044,0.0,0.9938,1.0,0.1221,2.0,3322.0,0.7916,1003.0,18.5518,1.8496,0.0,97.0,0.0,131.0,0.0,0.3937,0.0,33.2044,0.0,0.3937,0.7731,0.0
soccer-mls-2022-Vj58weDM8n,,2022,1,MLS,,,0.0,0.0,33.4568,23.5374,0.0,43.0,0.0939,0.0,1.0022,0.0,0.1812,0.0,3673.0,0.776,1411.0,-13.8383,-0.9807,0.0,94.0,0.0,138.0,0.0,0.0,0.0,42.9061,0.0,0.0,0.7859,0.0
soccer-mls-2023-kRQabn8MKZ,,2023,1,MLS,,,0.0,-0.2089,35.3376,27.1147,0.0,23.0,3.0083,0.0,1.1505,0.0,0.1688,3.0,1963.0,0.7152,653.0,-13.5355,-2.0728,0.0,52.0,0.0,77.0,0.0,0.2089,0.0,19.9917,0.0,0.2089,0.7359,0.0
soccer-mls-2024-kRQabn8MKZ,,2024,1,MLS,,,0.0,0.0,34.8761,26.6437,0.0,42.0,5.0325,0.0,1.1361,0.0,0.1579,0.0,2542.0,0.7148,859.0,-14.6267,-1.7028,0.0,69.0,0.0,114.0,0.0,0.0,0.0,36.9675,0.0,0.0,0.7318,0.0
soccer-mls-2025-kRQabn8MKZ,,2025,1,MLS,,,0.0,-0.1199,35.195,26.9182,0.0,41.0,-8.2825,0.0,0.8319,0.0,0.0897,1.0,3134.0,0.729,930.0,-4.8395,-0.5204,0.0,111.0,0.0,156.0,0.0,0.1199,0.0,49.2825,0.0,0.1199,0.7342,0.0
soccer-mls-2026-EKXMeX3Q64,,2026,1,MLS,,,0.0,0.0,40.484,32.2388,0.0,17.0,-0.5593,0.0,0.9681,0.0,0.1897,0.0,1217.0,0.5899,356.0,-18.4805,-5.1911,0.0,39.0,0.0,58.0,0.0,0.0,0.0,17.5593,0.0,0.0,0.6418,0.0
