game_id,date,season,week,league,away,home,def_tackles,gp,recv_rec,recv_td,recv_yds,rush_att,rush_yds
FOOTBALL_ELF_2022_SEASON_TOTAL,,2022,1,ELF,,,1.0,11.0,41.0,7.0,709.0,,
FOOTBALL_ELF_2023_SEASON_TOTAL,,2023,1,ELF,,,,10.0,46.0,12.0,805.0,,
FOOTBALL_ELF_2024_SEASON_TOTAL,,2024,1,ELF,,,,11.0,20.0,6.0,374.0,3.0,43.0
FOOTBALL_ELF_2025_SEASON_TOTAL,,2025,1,ELF,,,,10.0,47.0,13.0,820.0,,
