game_id,date,season,week,league,away,home,assists,blocks,def_rebounds,fg_pct,fga,fgm,fouls,ft_pct,fta,ftm,minutes,off_rebounds,plus_minus,points,rebounds,steals,turnovers
WNBA_202305190LAS,2023-05-19,2023,1,WNBA,PHO,LAS,,,,,1.0,,,,,,4.6,,-1.0,,,,
WNBA_202306220MIN,2023-06-22,2023,1,WNBA,CON,MIN,,,,1.0,1.0,1.0,,,,,4.416666666666667,,-3.0,2.0,,,
WNBA_202306250CON,2023-06-25,2023,1,WNBA,CHI,CON,,,,0.5,2.0,1.0,,,,,2.183333333333333,1.0,,2.0,1.0,,1.0
WNBA_202307010LVA,2023-07-01,2023,1,WNBA,CON,LVA,1.0,,1.0,,,,,,,,5.783333333333333,,7.0,,1.0,,
WNBA_202307060CON,2023-07-06,2023,1,WNBA,SEA,CON,,1.0,,,2.0,,1.0,,,,9.1,,-19.0,,,,1.0
WNBA_202307200PHO,2023-07-20,2023,1,WNBA,CHI,PHO,,,,,,,,,,,1.3833333333333333,,-2.0,,,,
WNBA_202307230WAS,2023-07-23,2023,1,WNBA,PHO,WAS,,,,,,,,,,,1.0333333333333334,,,,,,
WNBA_202307250ATL,2023-07-25,2023,1,WNBA,PHO,ATL,,,,,1.0,,1.0,0.5,2.0,1.0,2.75,1.0,6.0,1.0,1.0,,
WNBA_202307300CHI,2023-07-30,2023,1,WNBA,PHO,CHI,,,,,1.0,,,,,,3.4166666666666665,1.0,-2.0,,1.0,,
WNBA_202308010IND,2023-08-01,2023,1,WNBA,PHO,IND,,,1.0,,,,,,,,0.9333333333333333,,-4.0,,1.0,,
WNBA_202308030PHO,2023-08-03,2023,1,WNBA,ATL,PHO,2.0,,1.0,0.5,2.0,1.0,,,,,6.783333333333333,3.0,-5.0,2.0,4.0,,
WNBA_202308180PHO,2023-08-18,2023,1,WNBA,NYL,PHO,,1.0,1.0,0.667,3.0,2.0,,1.0,2.0,2.0,12.75,2.0,-15.0,6.0,3.0,,
WNBA_202308200PHO,2023-08-20,2023,1,WNBA,IND,PHO,,,2.0,1.0,1.0,1.0,2.0,,,,9.016666666666667,,-2.0,2.0,2.0,,2.0
WNBA_202308230LAS,2023-08-23,2023,1,WNBA,PHO,LAS,,1.0,,0.8,5.0,4.0,,1.0,4.0,4.0,13.833333333333334,1.0,-17.0,12.0,1.0,,
WNBA_202405140LVA,2024-05-14,2024,1,WNBA,PHO,LVA,,,,,1.0,,,,,,5.816666666666666,3.0,-10.0,,3.0,,1.0
WNBA_202405180PHO,2024-05-18,2024,1,WNBA,ATL,PHO,,,1.0,0.5,2.0,1.0,2.0,,,,9.15,,-8.0,2.0,1.0,,
WNBA_202405210LVA,2024-05-21,2024,1,WNBA,PHO,LVA,2.0,,1.0,0.667,3.0,2.0,1.0,,,,12.116666666666667,,18.0,4.0,1.0,,
WNBA_202405230PHO,2024-05-23,2024,1,WNBA,WAS,PHO,,2.0,3.0,,1.0,,1.0,,,,10.616666666666667,,-6.0,,3.0,1.0,1.0
WNBA_202405250PHO,2024-05-25,2024,1,WNBA,DAL,PHO,2.0,3.0,1.0,0.25,4.0,1.0,1.0,1.0,2.0,2.0,20.25,2.0,6.0,4.0,3.0,,2.0
WNBA_202405280CON,2024-05-28,2024,1,WNBA,PHO,CON,,2.0,3.0,0.5,2.0,1.0,2.0,0.5,2.0,1.0,18.966666666666665,1.0,-13.0,3.0,4.0,,1.0
WNBA_202405290NYL,2024-05-29,2024,1,WNBA,PHO,NYL,3.0,,1.0,0.5,2.0,1.0,2.0,,,,14.316666666666666,1.0,1.0,2.0,2.0,,
WNBA_202405310MIN,2024-05-31,2024,1,WNBA,PHO,MIN,,,4.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,16.033333333333335,4.0,-13.0,3.0,8.0,,2.0
WNBA_202406020PHO,2024-06-02,2024,1,WNBA,LAS,PHO,1.0,,3.0,0.333,3.0,1.0,,,,,11.816666666666666,,-1.0,2.0,3.0,,
WNBA_202406040SEA,2024-06-04,2024,1,WNBA,PHO,SEA,1.0,,5.0,0.2,5.0,1.0,1.0,1.0,4.0,4.0,16.233333333333334,1.0,-11.0,6.0,6.0,,1.0
WNBA_202406070PHO,2024-06-07,2024,1,WNBA,MIN,PHO,,,,1.0,1.0,1.0,,,,,0.95,1.0,-1.0,2.0,1.0,,
WNBA_202406220MIN,2024-06-22,2024,1,WNBA,PHO,MIN,,,2.0,,1.0,,,,,,3.15,,4.0,,2.0,,
WNBA_202406280PHO,2024-06-28,2024,1,WNBA,LAS,PHO,,1.0,1.0,,,,,,,,2.25,,-3.0,,1.0,,
WNBA_202406300PHO,2024-06-30,2024,1,WNBA,IND,PHO,,,,,1.0,,,,,,4.933333333333334,1.0,-17.0,,1.0,,
WNBA_202407010PHO,2024-07-01,2024,1,WNBA,CON,PHO,,1.0,,,,,2.0,,,,5.6,,-4.0,,,,
WNBA_202407070LAS,2024-07-07,2024,1,WNBA,PHO,LAS,,,1.0,1.0,1.0,1.0,,,,,4.15,,1.0,2.0,1.0,,
WNBA_202407100PHO,2024-07-10,2024,1,WNBA,DAL,PHO,,,1.0,,,,,,,,3.6666666666666665,,2.0,,1.0,,
