game_id,date,season,week,league,away,home,attempts,avg,long,td,yards
FOOTBALL_XLEAGUE_2005_SEASON_TOTAL,,2005,1,XLEAGUE,,,16.0,8.9,21.0,,142.0
FOOTBALL_XLEAGUE_2006_SEASON_TOTAL,,2006,1,XLEAGUE,,,16.0,12.4,32.0,2.0,199.0
