game_id,date,season,week,league,away,home,award_mvp
FOOTBALL_XLEAGUE_2009_SEASON_TOTAL,,2009,1,XLEAGUE,,,1.0
FOOTBALL_XLEAGUE_2010_SEASON_TOTAL,,2010,1,XLEAGUE,,,1.0
