game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions
SYNTHETIC_CFL_W1_MTL,,,1,CFL,,,0.0,37.0,2.0
SYNTHETIC_CFL_W2_MTL,,,2,CFL,,,0.0,0.0,0.0
SYNTHETIC_CFL_W4_MTL,,,4,CFL,,,0.0,67.0,4.0
SYNTHETIC_CFL_W6_MTL,,,6,CFL,,,0.0,10.0,1.0
SYNTHETIC_CFL_W7_MTL,,,7,CFL,,,0.0,48.0,5.0
SYNTHETIC_CFL_W8_MTL,,,8,CFL,,,0.0,16.0,3.0
SYNTHETIC_CFL_W9_MTL,,,9,CFL,,,0.0,17.0,3.0
SYNTHETIC_CFL_W10_MTL,,,10,CFL,,,0.0,66.0,5.0
SYNTHETIC_CFL_W11_MTL,,,11,CFL,,,0.0,27.0,3.0
SYNTHETIC_CFL_W13_MTL,,,13,CFL,,,1.0,39.0,4.0
SYNTHETIC_CFL_W14_MTL,,,14,CFL,,,0.0,10.0,1.0
SYNTHETIC_CFL_W16_MTL,,,16,CFL,,,0.0,51.0,2.0
SYNTHETIC_CFL_W17_MTL,,,17,CFL,,,0.0,17.0,2.0
SYNTHETIC_CFL_W19_MTL,,,19,CFL,,,0.0,8.0,1.0
SYNTHETIC_CFL_W20_MTL,,,20,CFL,,,1.0,121.0,5.0
SYNTHETIC_CFL_2023_W1_SSK,,2023,1,CFL,,,0.0,46.0,4.0
SYNTHETIC_CFL_2023_W2_SSK,,2023,2,CFL,,,0.0,36.0,4.0
SYNTHETIC_CFL_2023_W3_SSK,,2023,3,CFL,,,0.0,27.0,4.0
SYNTHETIC_CFL_2023_W8_SSK,,2023,8,CFL,,,0.0,13.0,1.0
SYNTHETIC_CFL_2023_W9_SSK,,2023,9,CFL,,,0.0,53.0,4.0
SYNTHETIC_CFL_2023_W10_SSK,,2023,10,CFL,,,0.0,0.0,0.0
