game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,match_played
cricket-t20i-2020-03-03-1217743,2020-03-03,2020,1,T20I,Thailand,Hong Kong,7.0,0.0,0.0,7.0,3.0,0.0,1.0
cricket-t20i-2020-03-04-1217744,2020-03-04,2020,1,T20I,Thailand,Nepal,9.0,0.0,0.0,7.0,2.0,0.0,1.0
