game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,hockeyAssists,hucksCompleted,pulls,stalls,throwAttempts,throwaways,yardsReceived,yardsThrown
SYNTHETIC_AUDL_W2_NITRO,,,2,AUDL,,,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
SYNTHETIC_AUDL_W3_NITRO,,,3,AUDL,,,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2022-06-26-OAK-POR,2022-06-26,2022,5,,OAK,POR,0.0,0.0,,,0.0,0.0,,,,,,0.0,0.0,0.0
2022-07-09-SLC-POR,2022-07-09,2022,7,AUDL,shred,nitro,0.0,0.0,,,0.0,3.0,,,,,,4.0,281.0,65.0
2022-07-24-SD-POR,2022-07-24,2022,9,AUDL,growlers,nitro,0.0,0.0,,,1.0,0.0,,,,,,0.0,86.0,22.0
2022-07-29-POR-SLC,2022-07-29,2022,10,AUDL,nitro,shred,1.0,1.0,,,0.0,2.0,,,,,,4.0,323.0,62.0
2022-07-30-POR-COL,2022-07-30,2022,10,AUDL,nitro,summit,2.0,2.0,,,1.0,0.0,,,,,,1.0,221.0,69.0
2023-05-05-SLC-POR,2023-05-05,2023,2,AUDL,SALT LAKE SHRED,PORTLAND NITRO,1.0,1.0,12.0,11.0,1.0,1.0,,,,,12.0,1.0,108.0,6.0
2023-05-12-POR-LA,2023-05-12,2023,3,AUDL,PORTLAND NITRO,LA AVIATORS,1.0,,13.0,10.0,2.0,,1.0,,,,10.0,,186.0,-25.0
2023-05-13-POR-SD,2023-05-13,2023,3,AUDL,PORTLAND NITRO,SAN DIEGO GROWLERS,,,,,,3.0,,,,,,,,
2023-05-19-OAK-POR,2023-05-19,2023,4,AUDL,OAKLAND SPIDERS,PORTLAND NITRO,,,7.0,4.0,,2.0,1.0,,,,5.0,1.0,144.0,8.0
2023-06-02-SEA-POR,2023-06-02,2023,6,AUDL,SEATTLE CASCADES,PORTLAND NITRO,,,21.0,13.0,,6.0,1.0,,,,15.0,,218.0,68.0
2023-06-09-LA-POR,2023-06-09,2023,7,AUDL,LA AVIATORS,PORTLAND NITRO,,,13.0,9.0,,3.0,,,,,11.0,1.0,149.0,2.0
2023-06-17-POR-CHI,2023-06-17,2023,8,AUDL,PORTLAND NITRO,CHICAGO UNION,,,20.0,13.0,,5.0,,,,,15.0,2.0,192.0,46.0
2023-06-30-COL-POR,2023-06-30,2023,10,AUDL,COLORADO SUMMIT,PORTLAND NITRO,,,28.0,24.0,1.0,4.0,1.0,1.0,,,25.0,1.0,208.0,134.0
2023-07-07-POR-SLC,2023-07-07,2023,11,AUDL,PORTLAND NITRO,SALT LAKE SHRED,,,28.0,28.0,,1.0,0.0,0.0,,,35.0,7.0,36.0,125.0
2023-07-08-POR-OAK,2023-07-08,2023,11,AUDL,PORTLAND NITRO,OAKLAND SPIDERS,1.0,2.0,,,1.0,,,,1.0,1.0,,,,
2023-07-14-SD-POR,2023-07-14,2023,12,AUDL,SAN DIEGO GROWLERS,PORTLAND NITRO,1.0,1.0,20.0,15.0,1.0,3.0,,,,,17.0,1.0,102.0,134.0
2023-07-22-POR-SEA,2023-07-22,2023,13,AUDL,PORTLAND NITRO,SEATTLE CASCADES,1.0,,14.0,10.0,1.0,3.0,,,,,11.0,1.0,151.0,82.0
2024-04-28-SD-POR,2024-04-28,2024,1,UFA,growlers,nitro,1.0,0.0,,,0.0,2.0,,,,,,0.0,22.0,57.0
2024-05-10-OAK-POR,2024-05-10,2024,3,UFA,spiders,nitro,0.0,0.0,,,0.0,0.0,,,,,,0.0,15.0,13.0
2024-05-17-POR-SD,2024-05-17,2024,4,UFA,nitro,growlers,0.0,0.0,,,0.0,0.0,,,,,,0.0,85.0,16.0
2024-05-18-POR-LA,2024-05-18,2024,4,UFA,nitro,aviators,0.0,0.0,,,0.0,1.0,,,,,,1.0,45.0,47.0
2024-05-25-POR-SEA,2024-05-25,2024,6,UFA,nitro,cascades,1.0,1.0,,,0.0,1.0,,,,,,1.0,209.0,37.0
2024-06-08-LA-POR,2024-06-08,2024,7,UFA,aviators,nitro,1.0,0.0,,,0.0,3.0,,,,,,1.0,363.0,59.0
2024-06-15-SEA-POR,2024-06-15,2024,8,UFA,cascades,nitro,0.0,0.0,,,0.0,0.0,,,,,,1.0,131.0,28.0
2024-06-30-COL-POR,2024-06-30,2024,10,UFA,summit,nitro,0.0,0.0,,,0.0,1.0,,,,,,1.0,24.0,11.0
2024-07-05-POR-SLC,2024-07-05,2024,11,UFA,nitro,shred,1.0,1.0,,,0.0,1.0,,,,,,1.0,225.0,48.0
2024-07-06-POR-OAK,2024-07-06,2024,11,UFA,nitro,spiders,0.0,0.0,,,1.0,1.0,,,,,,0.0,87.0,39.0
2024-07-13-SLC-POR,2024-07-13,2024,12,UFA,shred,nitro,1.0,2.0,,,0.0,1.0,,,,,,0.0,67.0,11.0
2024-07-21-POR-SEA,2024-07-21,2024,13,UFA,nitro,cascades,0.0,0.0,,,0.0,0.0,,,,,,0.0,-8.0,169.0
2025-04-26-ORE-COL,2025-04-26,2025,1,UFA,steel,summit,0.0,1.0,,,1.0,0.0,,,,,,1.0,73.0,142.0
2025-05-04-OAK-ORE,2025-05-04,2025,2,UFA,spiders,steel,0.0,0.0,,,0.0,3.0,,,,,,1.0,108.0,80.0
