game_id,date,season,week,league,away,home,lost_fumbles,receiving_tds,receiving_yards,receptions,rushing_tds,rushing_yards
79,2025-03-28,2025,1,UFL,ROUGHNECKS,BATTLEHAWKS,,0.0,32.0,2.0,,
54,2025-04-13,2025,3,UFL,BATTLEHAWKS,DEFENDERS,,1.0,35.0,1.0,0.0,-8.0
56,2025-04-19,2025,4,UFL,RENEGADES,BATTLEHAWKS,,0.0,26.0,2.0,,
59,2025-04-26,2025,5,UFL,BATTLEHAWKS,PANTHERS,,,,,0.0,0.0
62,2025-05-02,2025,6,UFL,BATTLEHAWKS,RENEGADES,,0.0,16.0,1.0,,
68,2025-05-11,2025,7,UFL,SHOWBOATS,BATTLEHAWKS,,0.0,37.0,2.0,,
70,2025-05-17,2025,8,UFL,BATTLEHAWKS,STALLIONS,,0.0,13.0,1.0,,
72,2025-05-23,2025,9,UFL,BRAHMAS,BATTLEHAWKS,1.0,1.0,23.0,2.0,,
75,2025-05-30,2025,10,UFL,DEFENDERS,BATTLEHAWKS,,0.0,0.0,0.0,,
88,2026-03-28,2026,1,UFL,DC DEFENDERS,ST. LOUIS BATTLEHAWKS,,0.0,15.0,1.0,,
111,2026-05-08,2026,7,UFL,COLUMBUS AVIATORS,ST. LOUIS BATTLEHAWKS,,0.0,9.0,1.0,,
