game_id,date,season,week,league,away,home,catches,completions,hockeyAssists,pulls,throwAttempts,yardsReceived,yardsThrown
2023-04-29-IND-ATL,2023-04-29,2023,1,,IND,ATL,3.0,3.0,1.0,1.0,3.0,12.0,23.0
2023-05-21-ATL-CAR,2023-05-21,2023,4,,ATL,CAR,1.0,1.0,,,1.0,6.0,11.0
2023-05-27-HTX-ATL,2023-05-27,2023,5,,HTX,ATL,2.0,2.0,,,2.0,-9.0,42.0
2023-07-15-ATL-CAR,2023-07-15,2023,12,,ATL,CAR,2.0,2.0,1.0,4.0,2.0,2.0,26.0
2023-07-22-CAR-ATL,2023-07-22,2023,13,,CAR,ATL,1.0,1.0,1.0,1.0,1.0,-9.0,13.0
