game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,fielding_catches,match_played
cricket-t20i-2019-10-02-1202009,2019-10-02,2019,1,T20I,Malaysia,Vanuatu,2.0,0.0,0.0,11.0,1.0,0.0,18.0,0.0,0.0,14.0,0.0,0.0,,1.0
cricket-t20i-2019-10-03-1202010,2019-10-03,2019,1,T20I,Malaysia,Vanuatu,,,,,,,24.0,0.0,0.0,15.0,2.0,0.0,,1.0
cricket-t20i-2022-09-13-1333925,2022-09-13,2022,1,T20I,Vanuatu,Fiji,1.0,0.0,0.0,8.0,0.0,0.0,24.0,1.0,0.0,35.0,2.0,0.0,,1.0
cricket-t20i-2022-09-14-1333926,2022-09-14,2022,1,T20I,Samoa,Vanuatu,,,,,,,24.0,0.0,1.0,40.0,3.0,3.0,,1.0
cricket-t20i-2022-09-15-1333929,2022-09-15,2022,1,T20I,Vanuatu,Cook Islands,,,,,,,18.0,0.0,0.0,29.0,1.0,0.0,,1.0
cricket-t20i-2023-07-22-1383090,2023-07-22,2023,1,T20I,Vanuatu,Papua New Guinea,17.0,0.0,0.0,7.0,7.0,0.0,6.0,0.0,0.0,13.0,0.0,1.0,,1.0
cricket-t20i-2023-07-23-1383091,2023-07-23,2023,1,T20I,Japan,Vanuatu,11.0,0.0,0.0,2.0,5.0,0.0,7.0,0.0,0.0,5.0,0.0,1.0,,1.0
cricket-t20i-2023-07-28-1383097,2023-07-28,2023,1,T20I,Japan,Vanuatu,1.0,0.0,1.0,7.0,0.0,0.0,18.0,0.0,0.0,33.0,1.0,2.0,1.0,1.0
cricket-t20i-2024-03-05-1422807,2024-03-05,2024,1,T20I,Vanuatu,Tanzania,,,,,,,12.0,0.0,1.0,6.0,0.0,0.0,1.0,1.0
cricket-t20i-2024-03-06-1422810,2024-03-06,2024,1,T20I,Malaysia,Vanuatu,4.0,0.0,0.0,8.0,1.0,0.0,24.0,0.0,1.0,22.0,2.0,1.0,,1.0
cricket-t20i-2024-03-07-1422812,2024-03-07,2024,1,T20I,Vanuatu,Kuwait,,,,,,,18.0,0.0,0.0,18.0,0.0,1.0,1.0,1.0
cricket-t20i-2024-03-10-1422815,2024-03-10,2024,1,T20I,Bahrain,Vanuatu,1.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,0.0,29.0,1.0,3.0,,1.0
cricket-t20i-2024-03-11-1422817,2024-03-11,2024,1,T20I,Vanuatu,Kuwait,,,,,,,18.0,0.0,0.0,37.0,0.0,0.0,,1.0
cricket-t20i-2024-08-17-1444952,2024-08-17,2024,1,T20I,Vanuatu,Cook Islands,,,,,,,18.0,0.0,0.0,28.0,0.0,0.0,,1.0
cricket-t20i-2024-08-24-1444963,2024-08-24,2024,1,T20I,Samoa,Vanuatu,1.0,0.0,0.0,10.0,0.0,0.0,24.0,0.0,0.0,26.0,2.0,0.0,,1.0
