game_id,date,season,week,league,away,home,receiving_tds,receiving_yards,receptions,ret_lg,ret_num,ret_yds,rushing_tds,rushing_yards
FOOTBALL_CFL_2021_10_11_TOR@HAM,2021-10-11,2021,1,CFL,TOR,HAM,,,,20.0,3.0,56.0,,
SYNTHETIC_USFL_2023_W1_GENERALS,2023-04-15,2023,1,USFL,STALLIONS,GENERALS,,20.0,1.0,,,,,
SYNTHETIC_USFL_2023_W5_GENERALS,2023-05-14,2023,5,USFL,STARS,GENERALS,,,,,,,0.0,0.0
50,2025-04-06,2025,2,UFL,BATTLEHAWKS,BRAHMAS,,,,,,,0.0,14.0
55,2025-04-18,2025,4,UFL,PANTHERS,SHOWBOATS,0.0,11.0,1.0,,,,0.0,7.0
80,2025-04-19,2025,4,UFL,ROUGHNECKS,STALLIONS,0.0,0.0,0.0,,,,,
67,2025-05-11,2025,7,UFL,STALLIONS,ROUGHNECKS,0.0,13.0,1.0,,,,,
71,2025-05-18,2025,8,UFL,DEFENDERS,RENEGADES,0.0,27.0,1.0,,,,,
74,2025-05-24,2025,9,UFL,STALLIONS,PANTHERS,0.0,0.0,0.0,,,,,
