game_id,date,season,week,league,away,home,assists,blocks,catches,completions,drops,goals,pulls,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-04-29-PHI-NY,2023-04-29,2023,1,AUDL,PHILADELPHIA PHOENIX,NEW YORK EMPIRE,,1.0,9.0,10.0,1.0,,1.0,14.0,4.0,12.0,48.0
2024-05-05-DC-PHI,2024-05-05,2024,2,UFA,breeze,phoenix,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-05-11-BOS-PHI,2024-05-11,2024,3,UFA,glory,phoenix,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-05-18-PHI-DC,2024-05-18,2024,4,UFA,phoenix,breeze,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-05-24-PHI-NY,2024-05-24,2024,5,UFA,phoenix,empire,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-06-01-TOR-PHI,2024-06-01,2024,6,UFA,rush,phoenix,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-06-08-PHI-BOS,2024-06-08,2024,7,UFA,phoenix,glory,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-06-15-NY-PHI,2024-06-15,2024,8,UFA,empire,phoenix,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-06-21-MTL-PHI,2024-06-21,2024,9,UFA,royal,phoenix,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-06-29-PHI-TOR,2024-06-29,2024,10,UFA,phoenix,rush,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-06-30-PHI-MTL,2024-06-30,2024,10,UFA,phoenix,royal,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-07-06-PHI-CAR,2024-07-06,2024,11,UFA,phoenix,flyers,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
2024-07-20-PIT-PHI,2024-07-20,2024,13,UFA,thunderbirds,phoenix,0.0,0.0,,,0.0,0.0,,,0.0,0.0,0.0
