game_id,date,season,week,league,away,home,catches,completions,throwAttempts,throwaways,yardsReceived,yardsThrown
2023-05-06-COL-LA,2023-05-06,2023,2,,COL,LA,3.0,3.0,3.0,,16.0,-15.0
2023-05-19-LA-SLC,2023-05-19,2023,4,,LA,SLC,1.0,1.0,2.0,1.0,5.0,14.0
