game_id,date,season,week,league,away,home,assisted_tackles,kick_returns,kr_avg,kr_long,kr_tds,kr_yards,rec_avg,rec_long,receiving_tds,receiving_yards,receptions,rush_avg,rush_long,rushing_attempts,rushing_tds,rushing_yards,solo_tackles,tackles,tackles_for_loss,tfl_yards
FOOTBALL_IFL_2026_8_1_T3TULSAOILERSG20260801Q8QK@T2JACKSONVILLESHARKS,2026-08-01,2026,,IFL,#3 Tulsa Oilers,#2 Jacksonville Sharks,1.0,1.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,8.0,1.0,,,,,,0.0,1.0,,
FOOTBALL_IFL_2026_6_21_TJACKSONVILLESHARKSG202606212HO4@TORLANDOPIRATES,2026-06-21,2026,15,IFL,Jacksonville Sharks,Orlando Pirates,,,,,,,11.8,16.0,2.0,71.0,6.0,,,,,,,,,
FOOTBALL_IFL_2026_6_28_TSANDIEGOSTRIKEFORCEG20260628FR6E@TJACKSONVILLESHARKS,2026-06-28,2026,16,IFL,San Diego Strike Force,Jacksonville Sharks,0.0,,,,,,11.8,27.0,2.0,47.0,4.0,2.7,8.0,3.0,0.0,8.0,1.0,1.0,1.0,0.0
FOOTBALL_IFL_2026_7_11_TJACKSONVILLESHARKSG202607112P19@TTULSAOILERS,2026-07-11,2026,18,IFL,Jacksonville Sharks,Tulsa Oilers,,,,,,,11.5,28.0,2.0,69.0,6.0,,,,,,,,,
FOOTBALL_IFL_2026_7_18_TIOWABARNSTORMERSG202607188NRO@TJACKSONVILLESHARKS,2026-07-18,2026,19,IFL,Iowa Barnstormers,Jacksonville Sharks,,,,,,,14.0,14.0,0.0,14.0,1.0,,,,,,,,,
FOOTBALL_IFL_2026_7_26_TGREENBAYBLIZZARDG20260726VLYQ@TJACKSONVILLESHARKS,2026-07-26,2026,20,IFL,Green Bay Blizzard,Jacksonville Sharks,,,,,,,7.0,8.0,0.0,14.0,2.0,,,,,,,,,
