game_id,date,season,week,league,away,home,fumble_rec_yards,fumbles_forced,fumbles_lost_game,fumbles_opp_rec,fumbles_own_rec,receiving_tds,receiving_yards,receptions,rush_attempts,rushing_tds,rushing_yards,targets
FOOTBALL_AAF_2019_3_3_ATL@ARI,2019-03-03,2019,4,AAF,ATL,ARI,,,,,,0.0,0.0,0.0,12.0,0.0,48.0,1.0
FOOTBALL_AAF_2019_3_10_MEM@ATL,2019-03-10,2019,5,AAF,MEM,ATL,,,,,,0.0,16.0,3.0,11.0,0.0,31.0,3.0
FOOTBALL_AAF_2019_3_17_SA@ATL,2019-03-17,2019,6,AAF,SA,ATL,0.0,1.0,1.0,0.0,0.0,0.0,27.0,5.0,6.0,0.0,24.0,6.0
FOOTBALL_AAF_2019_3_23_ORL@ATL,2019-03-23,2019,7,AAF,ORL,ATL,,,,,,0.0,3.0,3.0,6.0,0.0,23.0,3.0
FOOTBALL_AAF_2019_3_31_ATL@BIR,2019-03-31,2019,8,AAF,ATL,BIR,,,,,,0.0,0.0,0.0,6.0,0.0,30.0,1.0
