game_id,date,season,week,league,away,home,batting_balls,batting_fours,batting_not_out,batting_position,batting_runs,batting_sixes,bowling_balls,bowling_maidens,bowling_noballs,bowling_runs,bowling_wickets,bowling_wides,match_played
cricket-sa20-2025-01-28-1449657,2025-01-28,2025,1,SA20,Joburg Super Kings,Pretoria Capitals,,,,,,,24.0,0.0,0.0,15.0,2.0,0.0,1.0
cricket-sa20-2025-01-31-1449660,2025-01-31,2025,1,SA20,MI Cape Town,Pretoria Capitals,,,,,,,24.0,0.0,1.0,43.0,1.0,0.0,1.0
cricket-sa20-2025-02-02-1449663,2025-02-02,2025,1,SA20,MI Cape Town,Pretoria Capitals,1.0,0.0,1.0,11.0,1.0,0.0,24.0,0.0,0.0,42.0,1.0,2.0,1.0
cricket-sa20-2026-01-07-1494268,2026-01-07,2026,1,SA20,Pretoria Capitals,Durban's Super Giants,,,,,,,24.0,0.0,0.0,35.0,3.0,2.0,1.0
cricket-sa20-2026-01-10-1494271,2026-01-10,2026,1,SA20,Pretoria Capitals,Paarl Royals,1.0,0.0,1.0,11.0,1.0,0.0,18.0,0.0,0.0,11.0,1.0,1.0,1.0
cricket-sa20-2026-01-12-1494274,2026-01-12,2026,1,SA20,Pretoria Capitals,MI Cape Town,,,,,,,24.0,1.0,0.0,32.0,3.0,1.0,1.0
cricket-sa20-2026-01-15-1494277,2026-01-15,2026,1,SA20,Pretoria Capitals,Paarl Royals,3.0,0.0,1.0,11.0,0.0,0.0,19.0,0.0,0.0,27.0,1.0,0.0,1.0
cricket-sa20-2026-01-17-1494280,2026-01-17,2026,1,SA20,Pretoria Capitals,Joburg Super Kings,,,,,,,18.0,0.0,0.0,25.0,2.0,1.0,1.0
cricket-sa20-2026-01-21-1494283,2026-01-21,2026,1,SA20,Sunrisers Eastern Cape,Pretoria Capitals,,,,,,,12.0,0.0,0.0,27.0,0.0,3.0,1.0
cricket-sa20-2026-01-25-1494286,2026-01-25,2026,1,SA20,Pretoria Capitals,Sunrisers Eastern Cape,,,,,,,12.0,0.0,1.0,27.0,0.0,1.0,1.0
